Exercise Index,Progress Level,gpt-4o-mini Ranking,gemini-2.5-flash Ranking,qwen-plus Ranking,claude-3-5-haiku Ranking,Best,Mid,Worst
303,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
304,7th grade (12 yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 3, 'en': 2}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
305,7th grade (12 yo),"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
306,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
307,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
308,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
309,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 3, 'ar': 1, 'en': 2}",{},"{'de': 2, 'ar': 3, 'en': 1}",TIE,TIE,TIE
310,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
311,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
312,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
313,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
314,2nd grade (7yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
315,2nd grade (7yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 3, 'en': 1}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
316,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
317,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
318,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
319,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
320,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
321,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 3, 'en': 2}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
322,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 3, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
323,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 3, 'ar': 2, 'en': 1}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
324,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
325,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
326,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
327,7th grade (12 yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 3, 'en': 1}",{},"{'ar': 1, 'de': 3, 'en': 2}",ar,TIE,de
328,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
329,7th grade (12 yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
330,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
331,7th grade (12 yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
332,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
333,8th grade (13yo),"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
334,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
335,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
336,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
337,9th grade (14yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 3, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
338,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,ar,en
339,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
340,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
341,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
342,2nd grade (7yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 3, 'en': 1}",{},"{'ar': 2, 'de': 3, 'en': 1}",en,ar,de
343,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
344,2nd grade (7yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
345,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
346,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
347,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 3, 'de': 2, 'ar': 1}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
348,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
349,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
350,6th grade (11yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
351,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
352,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 3, 'de': 1, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
353,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
354,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
355,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 3, 'ar': 1, 'de': 2}",{},"{'en': 3, 'ar': 1, 'de': 2}",ar,de,en
356,7th grade (12 yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
357,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
358,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 2, 'en': 1, 'de': 3}",TIE,ar,de
359,8th grade (13yo),"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}",{},"{'ar': 2, 'de': 1, 'en': 3}",de,ar,en
360,8th grade (13yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
361,8th grade (13yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
362,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 3, 'ar': 2, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
363,9th grade (14yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
364,9th grade (14yo),"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
365,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
366,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
367,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
368,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
369,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
370,10th grade (15yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
371,2nd grade (7yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
372,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
373,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
374,2nd grade (7yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
375,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 3, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
376,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
377,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 3, 'de': 2}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
378,4th grade (9yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
379,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
380,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
381,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 1, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
382,6th grade (11yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
383,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
384,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
385,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
386,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}",de,en,ar
387,7th grade (12 yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 1, 'en': 3}",{},"{'ar': 1, 'de': 3, 'en': 2}",ar,TIE,en
388,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
389,7th grade (12 yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 3, 'en': 2}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
390,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
391,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
392,8th grade (13yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
393,8th grade (13yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
394,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
395,9th grade (14yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
396,9th grade (14yo),"{'en': 3, 'de': 1, 'ar': 2}","{'en': 3, 'de': 1, 'ar': 2}",{},"{'en': 3, 'de': 1, 'ar': 2}",de,ar,en
397,9th grade (14yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,ar,en
398,9th grade (14yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
399,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
400,10th grade (15yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
401,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
402,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 3, 'ar': 2}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
403,2nd grade (7yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}",{},"{'ar': 2, 'de': 3, 'en': 1}",en,de,TIE
404,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
405,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
406,2nd grade (7yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
407,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}",{},"{'en': 1, 'de': 3, 'ar': 2}",en,ar,de
408,4th grade (9yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 3, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
409,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
410,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
411,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 3, 'en': 2, 'ar': 1}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
412,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
413,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
414,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 3, 'ar': 2}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
415,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 3, 'de': 2}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
416,7th grade (12 yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 3, 'en': 2}",{},"{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
417,7th grade (12 yo),"{'en': 3, 'de': 1, 'ar': 2}","{'en': 3, 'de': 1, 'ar': 2}",{},"{'en': 1, 'de': 2, 'ar': 3}",de,ar,en
418,7th grade (12 yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
419,7th grade (12 yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
420,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
421,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
422,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
423,8th grade (13yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
424,8th grade (13yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
425,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
426,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
427,9th grade (14yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
428,9th grade (14yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 2, 'de': 1, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
429,10th grade (15yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
430,10th grade (15yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
431,10th grade (15yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
432,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 1, 'en': 2}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
433,10th grade (15yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
434,2nd grade (7yo),"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 3, 'en': 1}",{},"{'ar': 2, 'de': 3, 'en': 1}",en,ar,de
435,2nd grade (7yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
436,2nd grade (7yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
437,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
438,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
439,4th grade (9yo),"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",{},"{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
440,4th grade (9yo),"{'en': 3, 'de': 1, 'ar': 2}","{'en': 3, 'de': 1, 'ar': 2}",{},"{'en': 3, 'de': 1, 'ar': 2}",de,ar,en
441,4th grade (9yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 3, 'ar': 1}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
442,4th grade (9yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 3, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
443,6th grade (11yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
444,6th grade (11yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
445,6th grade (11yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
446,6th grade (11yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 3, 'ar': 1}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
447,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
448,7th grade (12 yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
449,7th grade (12 yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 2, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
450,7th grade (12 yo),"{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 3, 'de': 1}",{},"{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
451,7th grade (12 yo),"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
452,7th grade (12 yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
453,8th grade (13yo),"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'en': 2, 'de': 1}",{},"{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
454,8th grade (13yo),"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",{},"{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
