"Topic Area","Topic","Progress Level","Exercise","qwen-plus solution"
"Data frequencies and probabilities","Combinatorics","G","A graph has 6 nodes; how many edges are needed to connect every pair (complete graph)?","To solve this task, you need to determine how many **edges** are required to create a **complete graph** with **6 nodes**.

---

### 🔍 What is a Complete Graph?

A **complete graph** is one in which **every pair of distinct nodes is connected by a unique edge**. In other words, each node is directly connected to every other node.

---

### 🧮 Step-by-step Solution:

Let’s say the number of nodes is $ n = 6 $.

In a complete graph, the number of edges $ E $ is given by the formula:

$$
E = \frac{n(n - 1)}{2}
$$

This comes from the fact that you're choosing all possible **pairs** of nodes, and order doesn't matter (i.e., it's a combination).

---

### ✅ Apply the Formula:

$$
E = \frac{6(6 - 1)}{2} = \frac{6 \times 5}{2} = \frac{30}{2} = 15
$$

---

### ✔️ Final Answer:

$$
\boxed{15}
$$

So, **15 edges** are needed to connect every pair of 6 nodes in a complete graph."
"Data frequencies and probabilities","Combinatorics","H","Using generating functions, find the number of integer solutions to x₁ + x₂ + x₃ = 10 with xᵢ ≥ 0","Sure! Let's walk through how to **use generating functions** to find the number of **non-negative integer solutions** to the equation:

$$
x_1 + x_2 + x_3 = 10 \quad \text{with } x_i \geq 0
$$

---

### 🔢 Step 1: Understand the Problem

We are looking for all **integer triples** $(x_1, x_2, x_3)$ such that:

- $x_1 + x_2 + x_3 = 10$
- $x_1, x_2, x_3 \geq 0$

This is a classic stars and bars problem, where the number of solutions is:
$$
\binom{10 + 3 - 1}{3 - 1} = \binom{12}{2} = 66
$$

But let’s do it using **generating functions**, as requested.

---

### 📈 Step 2: Model Each Variable with a Generating Function

Each variable $x_i$ can take any non-negative integer value (i.e., 0, 1, 2, ...).

So, the generating function for each $x_i$ is:

$$
G(x) = 1 + x + x^2 + x^3 + \dots = \frac{1}{1 - x}
$$

Since we have three variables, and they're independent, the total generating function is:

$$
G(x)^3 = \left(\frac{1}{1 - x}\right)^3
$$

---

### 🔎 Step 3: Find the Coefficient of $x^{10}$ in $\frac{1}{(1 - x)^3}$

The coefficient of $x^{10}$ in this expansion gives the number of solutions to the equation $x_1 + x_2 + x_3 = 10$, because each term $x^{a_1} \cdot x^{a_2} \cdot x^{a_3} = x^{a_1+a_2+a_3}$ corresponds to one solution.

There is a known power series expansion:

$$
\frac{1}{(1 - x)^n} = \sum_{k=0}^\infty \binom{n + k - 1}{k} x^k
$$

Apply this with $n = 3$ and $k = 10$:

$$
[x^{10}] \left(\frac{1}{(1 - x)^3}\right) = \binom{3 + 10 - 1}{10} = \binom{12}{10} = \binom{12}{2} = 66
$$

---

### ✅ Final Answer:

$$
\boxed{66}
$$

---

### 🧠 Summary

To solve $x_1 + x_2 + x_3 = 10$ with $x_i \geq 0$ using generating functions:

1. Represent each variable by its generating function: $\frac{1}{1 - x}$
2. Multiply them together: $\left(\frac{1}{1 - x}\right)^3$
3. Find the coefficient of $x^{10}$ in the expansion: $\binom{12}{10} = 66$

Let me know if you'd like to see more examples or extensions (like constraints on variables)!"
"Data frequencies and probabilities","Combinatorics","H","From 6 red and 5 blue pens, how many ways to select 3 pens with at least one red?","To solve the task: **""From 6 red and 5 blue pens, how many ways to select 3 pens with at least one red?""**, you can use **combinatorics**.

---

### Step-by-step explanation:

We are given:
- 6 **red** pens
- 5 **blue** pens
- We want to **select 3 pens** such that **at least one is red**

---

## ✅ Method 1: Subtract total combinations without restriction from those with no red (i.e., all blue)

This is often the easiest way for ""at least one"" problems.

### Step 1: Total number of ways to choose any 3 pens from the 11 pens

$$
\binom{11}{3} = \frac{11 \cdot 10 \cdot 9}{3 \cdot 2 \cdot 1} = 165
$$

### Step 2: Number of ways to choose 3 pens with **no red pens** (i.e., all blue)

There are 5 blue pens:

$$
\binom{5}{3} = \frac{5 \cdot 4 \cdot 3}{3 \cdot 2 \cdot 1} = 10
$$

### Step 3: Subtract to get the number of ways with **at least one red pen**

$$
\text{At least one red} = \binom{11}{3} - \binom{5}{3} = 165 - 10 = 155
$$

---

### ✅ Final Answer:
$$
\boxed{155}
$$

So there are **155 ways** to select 3 pens such that **at least one is red**.

---

## Optional: You could also compute directly by cases

You could break it into cases:
- 1 red and 2 blue
- 2 red and 1 blue
- 3 red and 0 blue

Then sum the combinations:

$$
\binom{6}{1}\binom{5}{2} + \binom{6}{2}\binom{5}{1} + \binom{6}{3}\binom{5}{0}
= 6 \cdot 10 + 15 \cdot 5 + 20 \cdot 1 = 60 + 75 + 20 = 155
$$

Same result! ✅"
"Functional relationships (patterns and structures)","Recognising patterns and structures","B","What comes next? 2, 4, 6, 8, ___","This is a simple and common type of pattern recognition task. Let’s break it down step by step to figure out what comes next in the sequence:

### Sequence:
**2, 4, 6, 8, ___**

---

### Step 1: Look for a Pattern

Let’s examine how the numbers change from one to the next:

- 2 to 4: **+2**
- 4 to 6: **+2**
- 6 to 8: **+2**

So far, we can see that each number increases by **2**.

---

### Step 2: Apply the Pattern

If we continue adding **2** to the last number:

- 8 + 2 = **10**

---

### ✅ Final Answer:
**10**

The next number in the sequence is **10**.

---

### Bonus Info:
This is an example of an **arithmetic sequence**, where each term increases (or decreases) by a constant value — in this case, that value is **+2**.

You could describe the sequence with the formula:

> **n-th term = 2 × n**

Where `n` starts at 1:
- Term 1: 2 × 1 = 2  
- Term 2: 2 × 2 = 4  
- Term 3: 2 × 3 = 6  
- Term 4: 2 × 4 = 8  
- Term 5: 2 × 5 = **10**

Let me know if you want to try more complex patterns!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","B","Fill in the missing number: 5, 10, ___, 20","To solve the task **""Fill in the missing number: 5, 10, ___, 20""**, let's look at the pattern between the numbers.

### Step-by-step:

We are given:
- 5
- 10
- ___ (missing number)
- 20

### Step 1: Look at the difference between the numbers.
- From **5 to 10**:  
  $ 10 - 5 = 5 $

Let’s assume the pattern continues with the same difference:
- So, from **10 to the missing number**, we add 5:  
  $ 10 + 5 = 15 $

Now check if this fits with the next number:
- From **15 to 20**:  
  $ 20 - 15 = 5 $ ✅

### Step 2: Confirm the pattern is consistent.
The pattern increases by **5** each time:
- 5 → 10 → **15** → 20

This is an **arithmetic sequence** (equal difference between terms).

---

### ✅ Final Answer:
**15**

So the completed sequence is:
**5, 10, 15, 20**."
"Functional relationships (patterns and structures)","Recognising patterns and structures","B","Which number breaks the pattern? 2, 4, 6, 9, 10","Let's look at the sequence:

**2, 4, 6, 9, 10**

We are asked to find **which number breaks the pattern**.

---

### Step 1: Look at the pattern

Let’s examine the numbers step by step:

- 2 (even)
- 4 (even)
- 6 (even)
- 9 (**odd**)
- 10 (even)

So far, all numbers are even **except** for **9**.

That already makes **9** stand out.

---

### Step 2: Check if it fits another pattern

Let’s see if the numbers follow a simple rule like ""multiples of 2"" or an arithmetic sequence.

#### Option: Multiples of 2?
- 2 → yes
- 4 → yes
- 6 → yes
- 9 → **no**
- 10 → yes

Again, **9** doesn't fit.

#### Option: Increasing by 2?
- 2 → 4 (+2)
- 4 → 6 (+2)
- 6 → 9 (**+3**) ← breaks the +2 pattern
- 9 → 10 (+1)

So again, **9** breaks the pattern of adding 2 each time.

---

### ✅ Final Answer:
**9** is the number that breaks the pattern.

It is **not even**, and it disrupts the consistent **+2** progression."
"Functional relationships (patterns and structures)","Recognising patterns and structures","B","Is this pattern increasing or decreasing? 50, 45, 40, 35","To determine whether the pattern **50, 45, 40, 35** is increasing or decreasing, follow these steps:

---

### 🔍 Step 1: Look at the Numbers
You are given the sequence:
**50, 45, 40, 35**

---

### 🔄 Step 2: Find the Pattern Between Consecutive Numbers

Look at how each number changes to get to the next one:

- 50 → 45:  
  **50 - 45 = 5**, so it **decreases by 5**
- 45 → 40:  
  **45 - 40 = 5**, again it **decreases by 5**
- 40 → 35:  
  **40 - 35 = 5**, still **decreases by 5**

✅ The pattern is consistent — each time, the number gets **smaller by 5**.

---

### ✅ Final Answer:
This pattern is **decreasing** (specifically, it decreases by 5 each time).

Let me know if you'd like help continuing the pattern!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","B","Write the next two numbers: 3, 6, 9, ___, ___","This is an **arithmetic sequence**, which means the numbers increase by a constant amount (called the *common difference*).

### Let's look at the pattern:
- 3, 6, 9, ___, ___

To find the pattern, subtract each number from the one that follows it:
- 6 − 3 = 3
- 9 − 6 = 3

So, the **common difference** is **3**.

### To continue the pattern:
- Add 3 to 9 → 9 + 3 = **12**
- Add 3 to 12 → 12 + 3 = **15**

### ✅ Final Answer:
**3, 6, 9, 12, 15**

Let me know if you'd like help with more patterns!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","B","What’s the rule? 1, 3, 5, 7 → Rule: Add ___","Sure! Let's look at the sequence you provided:

**1, 3, 5, 7**

We want to find the rule that gets us from one number to the next. This looks like a number pattern, and your job is to figure out **""Add ___""** — meaning, what number do we add each time to get the next number in the sequence?

### Step-by-step:

1. Start with the first number: **1**
2. To get to the second number (**3**), what do you add?  
   $ 1 + \mathbf{2} = 3 $
3. From **3** to **5**:  
   $ 3 + \mathbf{2} = 5 $
4. From **5** to **7**:  
   $ 5 + \mathbf{2} = 7 $

So, in every step, you're adding **2**.

---

### ✅ Final Answer:
**Rule: Add 2**

Let me know if you'd like help with more patterns like this!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","C","Find the rule: 3 → 6, 4 → 8, 5 → 10, ___ → ___","You're given a pattern:

```
3 → 6  
4 → 8  
5 → 10  
___ → ___
```

Your task is to **find the rule** that transforms the number on the left into the number on the right, and then use that rule to fill in the next pair.

---

### Step 1: Look at the pattern

Let’s look at what happens from the left number to the right number:

- 3 → 6  
- 4 → 8  
- 5 → 10

Ask yourself: How do you get from 3 to 6?  
Well, **3 × 2 = 6**

How do you get from 4 to 8?  
**4 × 2 = 8**

How about 5 to 10?  
**5 × 2 = 10**

So it seems like the rule is:

> **Multiply the number on the left by 2.**

---

### Step 2: Apply the same rule to find the next pair

The last numbers we used were:
- Input: 5 → Output: 10

So the next whole number input would be **6**, and applying the rule:

**6 × 2 = 12**

---

### ✅ Final Answer:

```
3 → 6  
4 → 8  
5 → 10  
6 → 12
```

### 🔍 Rule:
**Multiply the input number by 2.**

Let me know if you'd like to see how this looks as an equation or function!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","C","If the pattern is “subtract 4,” what are the next two numbers: 40, 36, ___, ___","You're given a number pattern that follows the rule **""subtract 4""**, and the sequence is:

**40, 36, ___, ___**

### Step-by-step explanation:

1. Start with the last number you're given: **36**
2. Apply the rule ""subtract 4"" to find the next number:
   - 36 − 4 = **32**
3. Now take that result (32) and subtract 4 again:
   - 32 − 4 = **28**

### ✅ Final Answer:
**40, 36, 32, 28**

So the next two numbers are **32** and **28**."
"Functional relationships (patterns and structures)","Recognising patterns and structures","C","What is the pattern rule? 1, 4, 9, 16, 25...","The sequence **1, 4, 9, 16, 25...** follows a clear mathematical pattern.

Let’s break it down:

### Step 1: Look at the numbers
- 1, 4, 9, 16, 25

These are all **perfect squares**. That means each number can be expressed as some integer multiplied by itself.

### Step 2: Find the square roots
- √1 = 1  
- √4 = 2  
- √9 = 3  
- √16 = 4  
- √25 = 5  

So the nth term in the sequence is:

$$
n^2
$$

### ✅ Pattern Rule:
> The **nth term** of the sequence is **n squared**, or:
$$
a_n = n^2
$$

### Example:
- Term 1: $1^2 = 1$
- Term 2: $2^2 = 4$
- Term 3: $3^2 = 9$
- Term 4: $4^2 = 16$
- Term 5: $5^2 = 25$
- Term 6: $6^2 = 36$
- and so on...

### Final Answer:
👉 This sequence is the **square numbers**, and the rule is:
$$
\boxed{a_n = n^2}
$$"
"Functional relationships (patterns and structures)","Recognising patterns and structures","C","What is the missing number: 5, 10, ___, 20, 25?","The sequence given is:

**5, 10, ___, 20, 25**

Let’s look at the pattern:

- From **5 to 10**, the number increases by **5**.
- Then from **10 to ___**, we expect a similar increase if the pattern continues.
- From **___ to 20**, again, we assume the same pattern.
- From **20 to 25**, the number increases by **5**.

### Step-by-step:
Assuming the pattern increases by **5 each time**:

- First term: 5  
- Second term: 5 + 5 = 10  
- Third term: 10 + 5 = **15**  
- Fourth term: 15 + 5 = 20  
- Fifth term: 20 + 5 = 25

### ✅ Answer:
The missing number is **15**.

So the full sequence is:  
**5, 10, 15, 20, 25**"
"Functional relationships (patterns and structures)","Recognising patterns and structures","D","Identify the common difference and find the 10th term: 4, 7, 10, 13, …","To solve the problem **""Identify the common difference and find the 10th term""** for the sequence:

**4, 7, 10, 13, ...**

We can recognize that this is an **arithmetic sequence**, which means the difference between consecutive terms is constant.

---

### 🔹 Step 1: Identify the Common Difference

To find the **common difference (d)**, subtract any term from the next term:

- $ 7 - 4 = 3 $
- $ 10 - 7 = 3 $
- $ 13 - 10 = 3 $

✅ So, the **common difference** is **3**.

---

### 🔹 Step 2: Use the Formula for the nth Term of an Arithmetic Sequence

The general formula for the **nth term** of an arithmetic sequence is:

$$
a_n = a_1 + (n - 1) \cdot d
$$

Where:
- $ a_n $ = the nth term
- $ a_1 $ = first term
- $ d $ = common difference
- $ n $ = term number

---

### 🔹 Step 3: Plug in Values to Find the 10th Term

Given:
- $ a_1 = 4 $
- $ d = 3 $
- $ n = 10 $

$$
a_{10} = 4 + (10 - 1) \cdot 3
$$
$$
a_{10} = 4 + 9 \cdot 3
$$
$$
a_{10} = 4 + 27 = 31
$$

✅ So, the **10th term** is **31**.

---

### ✅ Final Answer:
- **Common difference**: 3  
- **10th term**: 31"
"Functional relationships (patterns and structures)","Recognising patterns and structures","D","Which term in the sequence 7, 14, 21, 28, … is equal to 105?","You're given a sequence:

**7, 14, 21, 28, …**

And you're asked: **Which term in the sequence is equal to 105?**

---

### Step 1: Identify the pattern

This sequence increases by **7** each time:

- 7 × 1 = 7  
- 7 × 2 = 14  
- 7 × 3 = 21  
- 7 × 4 = 28  
- ...
- So the **nth term** of the sequence is:  
  $$
  a_n = 7n
  $$

---

### Step 2: Set the nth term equal to 105

We want to find **n** such that:

$$
7n = 105
$$

---

### Step 3: Solve for n

$$
n = \frac{105}{7} = 15
$$

---

### ✅ Final Answer:

**The 15th term** in the sequence is equal to **105**.

--- 

Let me know if you'd like help visualizing or graphing this!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","D","Find the general formula for the arithmetic sequence: −2, 0, 2, 4, 6, …","Sure! Let's walk through how to find the **general formula for an arithmetic sequence**, using the sequence you provided:

### Given Sequence:
$$
-2,\ 0,\ 2,\ 4,\ 6,\ \ldots
$$

---

### Step 1: Identify the First Term
The first term of the sequence is:
$$
a_1 = -2
$$

---

### Step 2: Find the Common Difference
In an arithmetic sequence, the **common difference** $ d $ is the difference between any two consecutive terms.

Calculate:
$$
d = 0 - (-2) = 2 \\
d = 2 - 0 = 2 \\
d = 4 - 2 = 2 \\
\text{...and so on.}
$$

So, the common difference is:
$$
d = 2
$$

---

### Step 3: Use the General Formula for an Arithmetic Sequence
The general formula for the $ n $th term of an arithmetic sequence is:
$$
a_n = a_1 + (n - 1)d
$$

Plug in the values:
- $ a_1 = -2 $
- $ d = 2 $

$$
a_n = -2 + (n - 1) \cdot 2
$$

---

### Step 4: Simplify the Formula
Distribute the 2:
$$
a_n = -2 + 2(n - 1)
$$
$$
a_n = -2 + 2n - 2
$$
$$
a_n = 2n - 4
$$

---

### ✅ Final Answer:
The general formula for the $ n $th term of the sequence is:
$$
\boxed{a_n = 2n - 4}
$$

---

### Example:
Let’s test it with a few values of $ n $:

- For $ n = 1 $: $ a_1 = 2(1) - 4 = -2 $ ✔️  
- For $ n = 2 $: $ a_2 = 2(2) - 4 = 0 $ ✔️  
- For $ n = 3 $: $ a_3 = 2(3) - 4 = 2 $ ✔️  
- For $ n = 4 $: $ a_4 = 2(4) - 4 = 4 $ ✔️  

Looks good!

Let me know if you'd like help turning this into a recursive formula or visualizing the sequence!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","D","A sequence follows the rule: T(n) = 3n + 9. What is the 4th and 5th term?","Sure! Let's break this down step by step.

You're given a formula for a sequence:

$$
T(n) = 3n + 9
$$

This means that to find the **nth term** of the sequence, you plug in the value of **n** (the position in the sequence) into the formula.

---

### Step 1: Find the 4th term  
To find the **4th term**, substitute $ n = 4 $ into the formula:

$$
T(4) = 3(4) + 9 = 12 + 9 = 21
$$

---

### Step 2: Find the 5th term  
Now, to find the **5th term**, substitute $ n = 5 $:

$$
T(5) = 3(5) + 9 = 15 + 9 = 24
$$

---

### ✅ Final Answer:
- 4th term: **21**
- 5th term: **24**

Let me know if you want to find more terms or understand the pattern!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","E","Find the 10th term of the sequence: n² + 2","Sure! Let's break down the task **step by step** so you can easily find the **10th term of the sequence** defined by the formula:

$$
n^2 + 2
$$

---

### 🔍 Step-by-step Explanation:

The expression $ n^2 + 2 $ defines how to find the **nth term** of a sequence. That means:

- When $ n = 1 $, you get the **1st term**: $ 1^2 + 2 = 1 + 2 = 3 $
- When $ n = 2 $, you get the **2nd term**: $ 2^2 + 2 = 4 + 2 = 6 $
- When $ n = 3 $, you get the **3rd term**: $ 3^2 + 2 = 9 + 2 = 11 $

... and so on.

---

### ✅ To Find the 10th Term:

Just plug in $ n = 10 $ into the formula:

$$
\text{10th term} = 10^2 + 2 = 100 + 2 = \mathbf{102}
$$

---

### 📌 Final Answer:
**102**

Let me know if you want to find more terms or understand how sequences work in general!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","E","Match the pattern rule to the sequence: A) n+2, B) 2n, C) n² — Which one fits 1, 4, 9, 16...?","To solve this task, you need to **match the correct pattern rule (formula) to the given sequence**:  
**1, 4, 9, 16, ...**

Let’s break it down step by step:

---

### 🔢 Step 1: Understand what each rule means

You're given three possible rules:

- **A) n + 2** → Add 2 to the term number (n)
- **B) 2n** → Multiply the term number (n) by 2
- **C) n²** → Square the term number (n)

We'll test each rule by plugging in values of **n = 1, 2, 3, 4** and see which one gives us the sequence **1, 4, 9, 16**.

---

### 🧪 Step 2: Test each rule

#### Rule A: `n + 2`

- n = 1 → 1 + 2 = **3**
- n = 2 → 2 + 2 = **4**
- n = 3 → 3 + 2 = **5**
- n = 4 → 4 + 2 = **6**

Sequence: **3, 4, 5, 6** ❌ Doesn’t match 1, 4, 9, 16

---

#### Rule B: `2n`

- n = 1 → 2 × 1 = **2**
- n = 2 → 2 × 2 = **4**
- n = 3 → 2 × 3 = **6**
- n = 4 → 2 × 4 = **8**

Sequence: **2, 4, 6, 8** ❌ Doesn’t match 1, 4, 9, 16

---

#### Rule C: `n²`

- n = 1 → 1² = **1**
- n = 2 → 2² = **4**
- n = 3 → 3² = **9**
- n = 4 → 4² = **16**

Sequence: **1, 4, 9, 16** ✅ This matches perfectly!

---

### ✅ Final Answer:

The correct pattern rule is: **C) n²**

This sequence is known as the **square numbers**, because each term is the square of its position in the sequence.

Let me know if you'd like help with more sequences!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","E","A staircase has 1 block on the first step, 2 on the second, 4 on the third, then 7, then 11... Write a rule.","Let's look at the staircase pattern you've described:

Step 1: 1 block  
Step 2: 2 blocks  
Step 3: 4 blocks  
Step 4: 7 blocks  
Step 5: 11 blocks  

We are to **find a rule** that tells us how many blocks are on the $ n $-th step.

---

### Step 1: List the sequence

Let’s denote the number of blocks on each step as a sequence:

$$
a_1 = 1,\quad a_2 = 2,\quad a_3 = 4,\quad a_4 = 7,\quad a_5 = 11
$$

Now, let's look at the **differences between consecutive terms**:

$$
\begin{align*}
a_2 - a_1 &= 2 - 1 = 1 \\
a_3 - a_2 &= 4 - 2 = 2 \\
a_4 - a_3 &= 7 - 4 = 3 \\
a_5 - a_4 &= 11 - 7 = 4 \\
\end{align*}
$$

So the **first differences** are: 1, 2, 3, 4...

This is an **arithmetic sequence**, increasing by 1 each time. That suggests the original sequence has a **quadratic growth** (since second differences would be constant).

---

### Step 2: Consider quadratic form

Assume the general formula for the $ n $-th term is quadratic:

$$
a_n = An^2 + Bn + C
$$

We can plug in values from the known terms to solve for $ A $, $ B $, and $ C $.

Use:
- $ a_1 = 1 \Rightarrow A(1)^2 + B(1) + C = 1 $
- $ a_2 = 2 \Rightarrow A(2)^2 + B(2) + C = 2 $
- $ a_3 = 4 \Rightarrow A(3)^2 + B(3) + C = 4 $

So we have the system:

1. $ A + B + C = 1 $  
2. $ 4A + 2B + C = 2 $  
3. $ 9A + 3B + C = 4 $

---

### Step 3: Solve the system

From equation (1):  
$ C = 1 - A - B $

Substitute into equations (2) and (3):

Equation (2):
$$
4A + 2B + (1 - A - B) = 2 \\
(4A - A) + (2B - B) + 1 = 2 \\
3A + B + 1 = 2 \\
3A + B = 1 \quad \text{(i)}
$$

Equation (3):
$$
9A + 3B + (1 - A - B) = 4 \\
(9A - A) + (3B - B) + 1 = 4 \\
8A + 2B + 1 = 4 \\
8A + 2B = 3 \quad \text{(ii)}
$$

Now solve equations (i) and (ii):

From (i): $ B = 1 - 3A $

Substitute into (ii):

$$
8A + 2(1 - 3A) = 3 \\
8A + 2 - 6A = 3 \\
2A + 2 = 3 \\
2A = 1 \Rightarrow A = \frac{1}{2}
$$

Then:

$$
B = 1 - 3(\frac{1}{2}) = 1 - \frac{3}{2} = -\frac{1}{2} \\
C = 1 - A - B = 1 - \frac{1}{2} + \frac{1}{2} = 1
$$

---

### Final Rule

So the formula for the number of blocks on the $ n $-th step is:

$$
\boxed{a_n = \frac{1}{2}n^2 - \frac{1}{2}n + 1}
$$

Or, simplified:

$$
\boxed{a_n = \frac{n^2 - n + 2}{2}}
$$

---

### Check with known values:

- $ n = 1 $: $ \frac{1 - 1 + 2}{2} = \frac{2}{2} = 1 $ ✅  
- $ n = 2 $: $ \frac{4 - 2 + 2}{2} = \frac{4}{2} = 2 $ ✅  
- $ n = 3 $: $ \frac{9 - 3 + 2}{2} = \frac{8}{2} = 4 $ ✅  
- $ n = 4 $: $ \frac{16 - 4 + 2}{2} = \frac{14}{2} = 7 $ ✅  
- $ n = 5 $: $ \frac{25 - 5 + 2}{2} = \frac{22}{2} = 11 $ ✅  

Perfect!

---

### Summary

To solve this kind of problem:

1. Write out the sequence.
2. Compute first differences.
3. If they increase linearly, assume a quadratic formula.
4. Use known values to create equations.
5. Solve the system to find coefficients.
6. Verify the formula.

✅ Your final rule is:

$$
\boxed{a_n = \frac{n^2 - n + 2}{2}}
$$"
"Functional relationships (patterns and structures)","Recognising patterns and structures","F","Identify the next two rows of Pascal’s Triangle after row 1, 4, 6, 4, 1","Sure! Let's walk through how to solve this task step by step.

---

### 🔺 What is Pascal’s Triangle?

Pascal’s Triangle is a triangular array of numbers where:

- The **first row** (row 0) starts with a single `1`.
- Each subsequent row starts and ends with `1`.
- Every other number in the triangle is the **sum of the two numbers directly above it**.

---

### 📌 Given:
You're told that a row in Pascal’s Triangle is:  
**1, 4, 6, 4, 1**

This is **Row 4** of Pascal’s Triangle (since rows are numbered starting from 0).

We need to find the next **two rows** after this — that would be **Row 5** and **Row 6**.

---

## ✅ Step-by-step Process

### ➤ Step 1: Generate Row 5

To get the next row (Row 5), we add adjacent numbers from Row 4:

```
Row 4:    1     4     6     4     1
Add pairs: 1+4   4+6   6+4   4+1
Result:      5    10    10     5    1
```

So,

> **Row 5:** `1, 5, 10, 10, 5, 1`

---

### ➤ Step 2: Generate Row 6

Now use Row 5 to generate Row 6:

```
Row 5:    1     5    10    10     5     1
Add pairs: 1+5  5+10 10+10 10+5  5+1
Result:     1    6    15    20    15    6    1
```

So,

> **Row 6:** `1, 6, 15, 20, 15, 6, 1`

---

## ✅ Final Answer:

The next two rows after **1, 4, 6, 4, 1** are:

- **Row 5:** `1, 5, 10, 10, 5, 1`
- **Row 6:** `1, 6, 15, 20, 15, 6, 1`

Let me know if you'd like to understand the connection between these numbers and binomial coefficients!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","F","A sequence is defined by a₁ = 2, aₙ = aₙ₋₁ + 3n. Find a₄","You're given a **recursive sequence** defined as:

- $ a_1 = 2 $
- $ a_n = a_{n-1} + 3n $ for $ n \geq 2 $

You're asked to find $ a_4 $.

---

### Step-by-step approach:

We'll compute each term of the sequence up to $ a_4 $ using the recursive formula.

#### Step 1: Start with the initial value
$$
a_1 = 2
$$

#### Step 2: Use the recursive formula to find $ a_2 $
$$
a_2 = a_1 + 3 \cdot 2 = 2 + 6 = 8
$$

#### Step 3: Find $ a_3 $
$$
a_3 = a_2 + 3 \cdot 3 = 8 + 9 = 17
$$

#### Step 4: Find $ a_4 $
$$
a_4 = a_3 + 3 \cdot 4 = 17 + 12 = 29
$$

---

### ✅ Final Answer:
$$
\boxed{29}
$$"
"Functional relationships (patterns and structures)","Recognising patterns and structures","F","Recognize the pattern: 1, 4, 9, 16, 25... What type of sequence is this?","The sequence **1, 4, 9, 16, 25...** is a well-known mathematical pattern. Let’s break it down step by step.

---

### 🔍 Step 1: Look at the terms

We are given:

- 1st term: **1**
- 2nd term: **4**
- 3rd term: **9**
- 4th term: **16**
- 5th term: **25**

---

### 🔍 Step 2: Try to find a rule

Let’s see what happens if we take the square roots of each term:

- √1 = **1**
- √4 = **2**
- √9 = **3**
- √16 = **4**
- √25 = **5**

This shows that each term in the sequence is a **perfect square** of its position in the sequence.

---

### 🧮 General Rule

If $ n $ is the position in the sequence (starting from 1), then the nth term is:

$$
a_n = n^2
$$

So:
- $ a_1 = 1^2 = 1 $
- $ a_2 = 2^2 = 4 $
- $ a_3 = 3^2 = 9 $
- $ a_4 = 4^2 = 16 $
- $ a_5 = 5^2 = 25 $
- ...

---

### 📈 Type of Sequence

This is called a **square number sequence**, or more formally:

> A **quadratic sequence**, where each term is the square of its index.

It is **not** an arithmetic sequence (no common difference) and not a geometric sequence (no common ratio), but follows a **quadratic formula**.

---

### ✅ Summary

- The sequence **1, 4, 9, 16, 25...** consists of **square numbers**.
- The nth term is given by $ a_n = n^2 $.
- It's a **quadratic sequence** (or **square number sequence**).

Let me know if you'd like to predict the next few terms or find a formula for the sum of such a sequence!"
"Functional relationships (patterns and structures)","Recognising patterns and structures","F","A sequence grows as follows: 1, 1, 2, 3, 5, 8... What is the 9th term?","The sequence you're referring to — **1, 1, 2, 3, 5, 8...** — is the **Fibonacci sequence**.

### 🌟 What is the Fibonacci Sequence?
It's a sequence where each number is the **sum of the two preceding ones**. The rule is:

$$
F(n) = F(n-1) + F(n-2)
$$

with the first two terms defined as:

$$
F(1) = 1,\quad F(2) = 1
$$

---

### 🔢 Let's find the 9th term step-by-step:

We'll list out the terms one by one using the rule:

1. $ F(1) = 1 $
2. $ F(2) = 1 $
3. $ F(3) = F(2) + F(1) = 1 + 1 = 2 $
4. $ F(4) = F(3) + F(2) = 2 + 1 = 3 $
5. $ F(5) = F(4) + F(3) = 3 + 2 = 5 $
6. $ F(6) = F(5) + F(4) = 5 + 3 = 8 $
7. $ F(7) = F(6) + F(5) = 8 + 5 = 13 $
8. $ F(8) = F(7) + F(6) = 13 + 8 = 21 $
9. $ F(9) = F(8) + F(7) = 21 + 13 = 34 $

---

### ✅ Final Answer:
**The 9th term is 34.**

Let me know if you'd like to see how this can be calculated using a formula or code!"
