"Topic Area","Topic","Progress Level","Exercise","qwen-plus solution"
"Sizes and measurement","Handling units of measurement","H","حوّل 1.2 ميغاجول إلى كيلوجول وجول.","بالطبع! دعني أشرح لك كيفية تحويل **1.2 ميغاجول (MJ)** إلى **كيلوجول (kJ)** و**جول (J)** خطوة بخطوة.

---

### 🌟 أولاً: فهم الوحدات

- **ميغا (Mega)** = 1,000,000 (أي مليون)
- **كيلو (Kilo)** = 1,000 (أي ألف)
- **جول (Joule)** هو الوحدة الأساسية.

---

### 🔁 التحويل من ميغاجول إلى جول:

1 ميغاجول = 1,000,000 جول  
إذن:

$$
1.2 \text{ MJ} = 1.2 \times 1{,}000{,}000 = 1{,}200{,}000 \text{ J}
$$

---

### 🔁 التحويل من ميغاجول إلى كيلوجول:

1 ميغاجول = 1,000 كيلوجول  
لأن الكيلوجول هو ألف جول، والميغاجول مليون جول، إذًا:

$$
1.2 \text{ MJ} = 1.2 \times 1{,}000 = 1{,}200 \text{ kJ}
$$

---

### ✅ النتائج النهائية:

- **1.2 ميغاجول = 1,200 كيلوجول**
- **1.2 ميغاجول = 1,200,000 جول**

---

إذا عندك أكثر تحويلات تبغى نساعدك فيها، أنا هنا 😊"
"Sizes and measurement","Handling units of measurement","H","حوّل 50°C إلى فهرنهايت.","لتحويل درجة الحرارة من **السيلسيوس (°C)** إلى **الفهرنهايت (°F)**، نستخدم الصيغة التالية:

$$
°F = (°C \times \frac{9}{5}) + 32
$$

### خطوات الحل:

1. لديك درجة الحرارة بالسيلسيوس:  
   $$
   °C = 50
   $$

2. اضرب 50 بـ $\frac{9}{5}$:  
   $$
   50 \times \frac{9}{5} = 90
   $$

3. أضف 32 إلى الناتج:  
   $$
   90 + 32 = 122
   $$

### إذًا:
$$
50°C = 122°F
$$

✅ **الإجابة النهائية هي: 122 فهرنهايت.**"
"Sizes and measurement","Handling units of measurement","H","حوّل ٥ سنوات ضوئية إلى أمتار باستخدام ١ سنة ضوئية = ٩.٤٦١ × ١٠¹⁵ م.","بالطبع! إليك خطوات تحويل **٥ سنوات ضوئية إلى أمتار** باستخدام المعطى:

> **١ سنة ضوئية = ٩.٤٦١ × ١٠¹⁵ متر**

### الخطوة ١: فهم المعلومة
السنة الضوئية هي المسافة التي يقطعها الضوء في سنة واحدة، وهذه المسافة تساوي تقريبًا:

$$
9.461 \times 10^{15} \text{ متر}
$$

### الخطوة ٢: حساب ٥ سنوات ضوئية
لحساب المسافة لـ **٥ سنوات ضوئية**، نضرب المسافة لسنة واحدة في ٥:

$$
5 \times (9.461 \times 10^{15}) = (5 \times 9.461) \times 10^{15}
$$

$$
= 47.305 \times 10^{15}
$$

### الخطوة ٣: كتابة الناتج بالصيغة العلمية (اختياري)
يمكننا إعادة كتابة العدد بالصيغة العلمية كما يلي:

$$
4.7305 \times 10^{16} \text{ متر}
$$

---

### ✅ الإجابة النهائية:
$$
\boxed{4.7305 \times 10^{16}} \text{ متر}
$$

إذا كنت تريد شرح أي جزء من الحساب أكثر، سأكون سعيدًا بمساعدتك!"
"Sizes and measurement","Calculations of quantities","B","طول حبل 85 سم. قمت بقطع 30 سم. كم تبقى منه؟ ______","بالطبع! لنقم بحل هذه المسألة خطوة بخطوة:

### المعطيات:
- **طول الحبل في البداية:** 85 سم  
- **الطول الذي قمت بقطعه:** 30 سم  

### المطلوب:
إيجاد **كم تبقى من الحبل** بعد القطع.

### الحل:
نقوم بطرح طول الجزء المقطوع من الطول الأصلي:

$$
85\ \text{سم} - 30\ \text{سم} = 55\ \text{سم}
$$

### الإجابة:
**يبقى من الحبل: **  
$$
\boxed{55} \text{سم}
$$

إذا كانت عندك أسئلة مشابهة، يمكنني مساعدتك أيضًا! 😊"
"Sizes and measurement","Calculations of quantities","B","لوح طوله 6 أمتار. قمت بتقطيعه إلى قطعتين متساويتين. ما هو طول كل قطعة؟ ______","لحل هذه المسألة الرياضية:

**المعطيات:**
- طول اللوح كله = 6 أمتار.
- تم تقطيعه إلى **قطعتين متساويتين**.

**المطلوب:**
إيجاد طول كل قطعة.

---

### الطريقة:

بما أن اللوح قُسم إلى قطعتين **متساويتين**، فكل ما عليك هو تقسيم الطول الكلي على عدد القطع:

$$
\text{طول كل قطعة} = \frac{\text{الطول الكلي}}{\text{عدد القطع}} = \frac{6}{2} = 3
$$

---

### الإجابة:

$$
\boxed{3} \text{ أمتار}
$$

إذاً، طول كل قطعة هو **3 أمتار**. ✅"
"Sizes and measurement","Calculations of quantities","B","اجمع الأوزان: 2 كغ + 500 غ = ______","بالطبع! دعني أشرح لك خطوة بخطوة كيفية حل هذه المسألة:

المطلوب:  
**2 كغ + 500 غ = ______**

### أولًا: فهم الوحدات
- **""كغ""** تعني **كيلوجرام**.
- **""غ""** تعني **غرام**.

والعلاقة بينهما هي:  
🔹 **1 كغ = 1000 غ**

---

### ثانيًا: تحويل الوحدات لتكون موحدة

لأن الأوزان معطاة بوحدتين مختلفتين (كيلوجرام وغرام)، يجب أن نحولها إلى نفس الوحدة حتى نتمكن من جمعها بسهولة.

#### طريقة 1: تحويل كل شيء إلى غرام
- 2 كغ = 2 × 1000 غ = **2000 غ**
- 500 غ تبقى كما هي

الآن نجمع:
> **2000 غ + 500 غ = 2500 غ**

---

#### طريقة 2: تحويل الغرام إلى كيلوجرام (إن أردت النتيجة بالكيلوجرام)
- 500 غ = 500 ÷ 1000 = **0.5 كغ**
- 2 كغ تبقى كما هي

نجمع:
> **2 كغ + 0.5 كغ = 2.5 كغ**

---

### إذًا، يمكنك كتابة الإجابة بأي من الشكلين حسب المطلوب:

- إما: **2 كغ + 500 غ = 2.5 كغ**
- أو: **2 كغ + 500 غ = 2500 غ**

هل تفضل أن تكون الإجابة بالكيلوجرام أم بالغرام؟"
"Sizes and measurement","Calculations of quantities","B","أنت تشتري أشياءً تكلفتها 5 دينار، 8 دينار، و3 دينار. ما هو المجموع الكلي للتكلفة؟ ______","لحل هذه المسألة الرياضية البسيطة، كل ما عليك فعله هو **جمع القيم** معًا.

لديك ثلاث تكاليف:

- 5 دينار  
- 8 دينار  
- 3 دينار

### الخطوة 1: اجمع الأرقام
$$
5 + 8 + 3 = 16
$$

### إذًا، المجموع الكلي للتكلفة هو:
$$
\boxed{16} \text{ دينار}
$$

إذا كنت بحاجة لشرح أكثر تفصيلًا أو لديك مسائل مشابهة، أخبرني وسأساعدك بكل سرور! 😊"
"Sizes and measurement","Calculations of quantities","C","إذا قمت بصب ٧٥٠ مل من الماء في زجاجة سعتها ١ لتر. كم تبقى من الفراغ في الزجاجة؟","بالطبع! دعني أشرح لك كيفية حل هذه المسألة خطوة بخطوة:

### المعطيات:
- سعة الزجاجة الكاملة = **١ لتر**
- كمية الماء التي صُبّت في الزجاجة = **٧٥٠ مل**

---

### أولًا: تحويل الوحدات

لأن السعة معطاة باللتر، وكمية الماء معطاة بالمليمتر، فعلينا توحيد الوحدات.

**١ لتر = ١٠٠٠ مل**

إذن:
- سعة الزجاجة = **١٠٠٠ مل**
- كمية الماء = **٧٥٠ مل**

---

### ثانيًا: نحسب الفراغ في الزجاجة

لحساب الفراغ، نقوم بطرح كمية الماء من السعة الكلية:

$$
\text{الفراغ} = \text{سعة الزجاجة} - \text{كمية الماء}
$$

$$
\text{الفراغ} = 1000\,\text{مل} - 750\,\text{مل} = 250\,\text{مل}
$$

---

### ✅ الإجابة النهائية:

**يبقى في الزجاجة ٢٥٠ مل من الفراغ.**

هل تحب أن أشرحها بطريقة أخرى أو باستخدام رسوم؟ 😊"
"Sizes and measurement","Calculations of quantities","C","لوحة طولها 2.4 متر. قمت بقصها إلى 3 قطع متساوية. ما طول كل قطعة؟","بالطبع! دعني أشرح لك كيفية حل هذه المسألة خطوة بخطوة:

### المعطيات:
- **طول اللوحة الأصلي:** 2.4 أمتار  
- **عدد القطع بعد القص:** 3 قطع متساوية  

### المطلوب:
إيجاد **طول كل قطعة** بعد القص.

---

### الحل:

لحساب طول كل قطعة، نقسم الطول الكلي على عدد القطع:

$$
\text{طول كل قطعة} = \frac{\text{الطول الكلي}}{\text{عدد القطع}} = \frac{2.4}{3}
$$

نحسب الناتج:

$$
\frac{2.4}{3} = 0.8
$$

---

### الإجابة النهائية:
**طول كل قطعة هو 0.8 متر** ✅

هل ترغب أن أوضح لك كيف يتم القسمة في مثل هذه الحالة (2.4 ÷ 3) بالتفصيل؟"
"Sizes and measurement","Calculations of quantities","D","مربع طوله الجانبي 6.4 سم - ما هي مساحته؟","لحساب **مساحة المربع**، نستخدم القاعدة التالية في الرياضيات:

$$
\text{مساحة المربع} = \text{(الطول الجانبي)}^2
$$

في مسألتك، طول جانب المربع هو:  
$$
6.4 \, \text{سم}
$$

إذن نحسب المساحة كما يلي:

$$
\text{المساحة} = (6.4)^2 = 6.4 \times 6.4
$$

نقوم بإجراء الضرب:

$$
6.4 \times 6.4 = 40.96
$$

إذًا:

$$
\boxed{40.96} \text{سم}^2
$$

✅ **الوحدة:** السنتيمتر المربع (سم²) لأننا ضربنا سنتيمتر × سنتيمتر.

فهيّا انتهينا! مساحة المربع تساوي **40.96 سم²**."
"Sizes and measurement","Calculations of quantities","D","احسب مساحة مثلث قاعدته 12 سم وارتفاعه 9 سم.","لحساب **مساحة المثلث**، يمكنك استخدام الصيغة الرياضية التالية:

$$
\text{المساحة} = \frac{1}{2} \times \text{القاعدة} \times \text{الارتفاع}
$$

### معطيات المسألة:
- القاعدة = 12 سم  
- الارتفاع = 9 سم  

### الآن نقوم بالتعويض في المعادلة:

$$
\text{المساحة} = \frac{1}{2} \times 12 \, \text{سم} \times 9 \, \text{سم}
$$

$$
\text{المساحة} = \frac{1}{2} \times 108 = 54 \, \text{سم}^2
$$

### إذًا:
**مساحة المثلث هي: 54 سنتيمتر مربع (سم²).**

هل ترغب أن أشرح لك من أين جاءت هذه الصيغة؟ 😊"
"Sizes and measurement","Calculations of quantities","D","لديك مخطط أرضي يحتوي على ٥ غرف بمساحة ٥ م × ٤ م و٣ غرف أخرى بمساحة ٣ م × ٢ م. ما هو المجموع الكلي للمساحة؟","بالطبع! دعني أشرح لك خطوة بخطوة كيفية حساب **المجموع الكلي للمساحة** للأرض المذكورة.

### المعطيات:

- لديك **٥ غرف** كل منها بمساحة:  
  $ 5 \, \text{م} \times 4 \, \text{م} $

- وعندك **٣ غرف** كل منها بمساحة:  
  $ 3 \, \text{م} \times 2 \, \text{م} $

---

### الخطوة ١: حساب مساحة الغرفة الواحدة من النوع الأول

$$
\text{مساحة الغرفة الواحدة (من النوع الأول)} = 5 \times 4 = 20 \, \text{م}^2
$$

عدد هذه الغرف = ٥  
إذًا:

$$
\text{مجموع مساحة الغرف الخمس} = 5 \times 20 = 100 \, \text{م}^2
$$

---

### الخطوة ٢: حساب مساحة الغرفة الواحدة من النوع الثاني

$$
\text{مساحة الغرفة الواحدة (من النوع الثاني)} = 3 \times 2 = 6 \, \text{م}^2
$$

عدد هذه الغرف = ٣  
إذًا:

$$
\text{مجموع مساحة الغرف الثلاث} = 3 \times 6 = 18 \, \text{م}^2
$$

---

### الخطوة ٣: جمع المساحتين لإيجاد المساحة الكلية

$$
\text{المساحة الكلية} = 100 + 18 = \boxed{118} \, \text{م}^2
$$

---

### ✅ الإجابة النهائية:
**المجموع الكلي للمساحة هو 118 متر مربع.**

إذا عندك أسئلة مشابهة أو أردت شرح بطريقة أكثر تبسيطًا، أنا هنا أساعدك بكل سرور 😊"
"Sizes and measurement","Calculations of quantities","D","حوض مستطيل الشكل له طول 12 سم، عرض 5 سم، وارتفاع 10 سم - احسب حجمه.","لحساب **حجم الحوض المستطيل الشكل**، يمكنك استخدام قانون حجم متوازي المستطيلات، وهو:

$$
\text{الحجم} = \text{الطول} \times \text{العرض} \times \text{الارتفاع}
$$

المعطيات في المسألة:
- الطول = 12 سم  
- العرض = 5 سم  
- الارتفاع = 10 سم  

نقوم الآن بالتعويض:

$$
\text{الحجم} = 12 \times 5 \times 10
$$

أولاً:  
$$
12 \times 5 = 60
$$

ثم:  
$$
60 \times 10 = 600
$$

إذًا:

$$
\boxed{600} \text{سم}^3
$$

هو **حجم الحوض**.

✅ **ملاحظة**: الوحدة هي **سنتيمتر مكعب (سم³)** لأن الأبعاد بوحدة السنتيمتر."
"Sizes and measurement","Calculations of quantities","D","أيتهما له مساحة أكبر: مربع طوله 6 سم وعرضه 6 سم، أم مستطيل طوله 5 سم وعرضه 8 سم؟","بالطبع! لنقارن المساحتين للمربع والمستطيل خطوة بخطوة.

### 1. **مساحة المربع:**

المربع هو شكل له أربعة أضلاع متساوية، وطوله = عرضه.

المعادلة لحساب المساحة:
$$
\text{مساحة المربع} = \text{الطول} \times \text{العرض}
$$

وبما أن الطول = العرض = 6 سم:

$$
\text{مساحة المربع} = 6 \, \text{سم} \times 6 \, \text{سم} = 36 \, \text{سم}^2
$$

---

### 2. **مساحة المستطيل:**

المستطيل له طول وعرض مختلفين.

المعادلة لحساب المساحة:
$$
\text{مساحة المستطيل} = \text{الطول} \times \text{العرض}
$$

وبما أن الطول = 5 سم، والعرض = 8 سم:

$$
\text{مساحة المستطيل} = 5 \, \text{سم} \times 8 \, \text{سم} = 40 \, \text{سم}^2
$$

---

### 3. **مقارنة المساحتين:**

- مساحة المربع = **36 سم²**
- مساحة المستطيل = **40 سم²**

إذًا:

$$
\boxed{\text{المستطيل له مساحة أكبر}}
$$

هل ترغب في توضيح الفكرة بشكل بصري أو باستخدام قواعد المساحة الأخرى؟"
"Sizes and measurement","Calculations of quantities","E","يوجد مخروط نصف قطره 4 سم وارتفاعه 9 سم. احسب حجمه باستخدام المعادلة V = ⅓πr²h.","بالطبع! دعني أشرح لك خطوة بخطوة كيفية حل هذه المسألة.

### المعطيات:
- نصف قطر المخروط (**r**) = **4 سم**
- ارتفاع المخروط (**h**) = **9 سم**
- معادلة حجم المخروط هي:  
  $$
  V = \frac{1}{3} \pi r^2 h
  $$

---

### الخطوة 1: التعويض في المعادلة

نقوم بالتعويض بقيم **r = 4** و **h = 9** في المعادلة:

$$
V = \frac{1}{3} \pi (4)^2 (9)
$$

---

### الخطوة 2: حساب مربع نصف القطر

$$
4^2 = 16
$$

تصبح المعادلة:

$$
V = \frac{1}{3} \pi (16)(9)
$$

---

### الخطوة 3: ضرب الأعداد

أولًا نحسب:

$$
16 \times 9 = 144
$$

ثم:

$$
\frac{1}{3} \times 144 = 48
$$

إذًا:

$$
V = 48\pi
$$

---

### الخطوة 4: (اختياري) استخدام قيمة تقريبية لـ π

إذا أردت الناتج العددي، يمكنك استخدام:
- إما $\pi \approx 3.14$

$$
V = 48 \times 3.14 = 150.72 \, \text{سم}^3
$$

---

### ✅ الإجابة النهائية:

- الحجم بالرموز:  
  $$
  V = 48\pi \, \text{سم}^3
  $$

- أو بالقيمة التقريبية:  
  $$
  V \approx 150.72 \, \text{سم}^3
  $$

هل ترغب في شرح سبب وجود الكسر ⅓ في المعادلة؟"
"Sizes and measurement","Calculations of quantities","E","تريد طلاء جدار في غرفتك. عرض الجدار 4 أمتار وارتفاعه 2.5 متر. كم متر مربع من الطلاء تحتاج؟","لحل هذه المسألة، نحتاج إلى حساب **مساحة الجدار** التي تريد طلاءها.  
وبما أن الجدار على شكل **مستطيل**، فإن مساحته تُحسب بالصيغة التالية:

$$
\text{المساحة} = \text{الطول (أو الارتفاع)} \times \text{العرض}
$$

### المعطيات:
- عرض الجدار = 4 أمتار  
- ارتفاع الجدار = 2.5 متر

### الحساب:
$$
\text{المساحة} = 2.5 \, \text{م} \times 4 \, \text{م} = 10 \, \text{م}^2
$$

إذن، تحتاج إلى **10 أمتار مربعة** من الطلاء لتغطية الجدار بالكامل.

> ✅ **الإجابة النهائية: 10 متر مربع (m²)**"
"Sizes and measurement","Calculations of quantities","E","أنت تقوم ببناء صندوق رمل أبعاده 2 م × 2 م وعمقه 0.3 م. كم مكعب متر من الرمل تحتاج لملئه؟","بالطبع! دعني أشرح لك كيفية حل هذه المسألة خطوة بخطوة.

### المعطيات:
- **طول الصندوق** = 2 متر  
- **عرض الصندiqué** = 2 متر  
- **عمق الصندiqué (أي الارتفاع)** = 0.3 متر  

نريد معرفة **كم متر مكعب من الرمل نحتاج لملء الصندوق**، أي أننا نبحث عن **الحجم**.

---

### خطوات الحل:

لحساب حجم الصندوق (وهو على شكل متوازي مستطيلات)، نستخدم قانون الحجم التالي:

$$
\text{الحجم} = \text{الطول} \times \text{العرض} \times \text{الارتفاع}
$$

نعوّض الأرقام:

$$
\text{الحجم} = 2 \, \text{م} \times 2 \, \text{م} \times 0.3 \, \text{م}
$$

$$
\text{الحجم} = 4 \times 0.3 = 1.2 \, \text{م}^3
$$

---

### الإجابة النهائية:
تحتاج إلى **1.2 متر مكعب** من الرمل لملء الصندوق بالكامل.

هل ترغب في معرفة كم ذلك باللترات أو بأوزان الرمل أيضًا؟"
"Sizes and measurement","Calculations of quantities","E","خزان مياه أسطواني قطره 1.2 متر وارتفاعه 2 متر. احسب حجم الماء الذي يمكن أن يحتويه الخزان باللتر.","لحساب **حجم الخزان الأسطواني** وتحويله إلى **لترات**، نقوم باتباع الخطوات التالية:

---

### 📌 المعطيات:
- **القطر** = 1.2 متر  
- **الارتفاع** = 2 متر

---

## ✅ الخطوة 1: حساب نصف القطر (r)

نصف القطر = القطر ÷ 2  
$$
r = \frac{1.2}{2} = 0.6 \text{ متر}
$$

---

## ✅ الخطوة 2: استخدام قانون حجم الأسطوانة

قانون حجم الأسطوانة هو:
$$
V = \pi r^2 h
$$

حيث:
- $ r $ = نصف القطر
- $ h $ = الارتفاع
- $ \pi \approx 3.1416 $

نحسب الحجم بوحدة المتر المكعب:

$$
V = \pi \times (0.6)^2 \times 2
$$
$$
V = 3.1416 \times 0.36 \times 2
$$
$$
V \approx 3.1416 \times 0.72 \approx 2.26 \text{ متر مكعب}
$$

---

## ✅ الخطوة 3: تحويل المتر المكعب إلى لتر

نحن نعلم أن:
$$
1 \text{ متر مكعب} = 1000 \text{ لتر}
$$

إذًا:
$$
2.26 \text{ م}^3 = 2.26 \times 1000 = 2260 \text{ لتر}
$$

---

### ✅ الإجابة النهائية:
**يمكن للخزان أن يحتوي حوالي 2260 لتر من الماء.**

هل ترغب في شرح كيفية رسم الخزان أو إيجاد مساحة سطحه أيضًا؟"
"Sizes and measurement","Calculations of quantities","E","حديقة زهور مصممة بشكل مستطيل (2 م × 1 م) مع نصف دائرة على أحد الجانبين القصيرين. احسب المساحة الإجمالية.","بالطبع! دعني أشرح لك كيفية حساب **المساحة الإجمالية** للحديقة التي وصفتها.

### المعطيات:

- الحديقة على شكل **مستطيل** قياسه (2 م × 1 م).
- هناك **نصف دائرة** مُلحقة على أحد الجانبين القصيرين للمستطيل.

نفترض أن نصف الدائرة مرسوم على أحد الجانبين القصيرة، أي أن **قطر نصف الدائرة = العرض = 1 متر**.

---

## الخطوة 1: حساب مساحة المستطيل

مساحة المستطيل = الطول × العرض  
$$
= 2 \, \text{م} \times 1 \, \text{م} = 2 \, \text{م}^2
$$

---

## الخطوة 2: حساب مساحة نصف الدائرة

- قطر نصف الدائرة = 1 متر ⇒ إذًا **نصف القطر (r)** = $ \frac{1}{2} = 0.5 $ متر

مساحة الدائرة الكاملة = $ \pi r^2 $

إذًا مساحة نصف الدائرة:
$$
\frac{1}{2} \pi r^2 = \frac{1}{2} \pi (0.5)^2 = \frac{1}{2} \pi (0.25) = \frac{\pi}{8} \approx 0.3927 \, \text{م}^2
$$

---

## الخطوة 3: جمع المساحتين

المساحة الإجمالية = مساحة المستطيل + مساحة نصف الدائرة  
$$
= 2 + \frac{\pi}{8} \approx 2 + 0.3927 = 2.3927 \, \text{م}^2
$$

---

### ✅ الإجابة النهائية:

- **بشكل دقيق:** $ 2 + \frac{\pi}{8} \, \text{م}^2 $
- **بشكل تقريبي:** حوالي **2.39 م²**

هل تحب أن أشرح لك كيف نحسب المحيط أيضًا؟"
"Sizes and measurement","Calculations of quantities","F","سيارة تسير مسافة 240 كم في 3 ساعات. ما هي سرعتها بالكيلومترات في الساعة؟","لحساب **السرعة** التي تسير بها السيارة، نستخدم القانون التالي في الفيزياء والرياضيات:

$$
\text{السرعة} = \frac{\text{المسافة}}{\text{الزمن}}
$$

### المعطيات:
- المسافة = 240 كيلومتر  
- الزمن = 3 ساعات

### نعوّض في القانون:
$$
\text{السرعة} = \frac{240}{3} = 80 \text{ كم/ساعة}
$$

### الإجابة النهائية:
$$
\boxed{80} \text{ كم/ساعة}
$$

إذن، سرعة السيارة هي **80 كيلومترًا في الساعة**."
"Sizes and measurement","Calculations of quantities","F","إيداع قدره 1000 دينار يحقق فائدة بسيطة سنوية بنسبة 2.5%. كم ستكون الفائدة بعد عامين؟","لحل هذه المسألة، نستخدم قانون **الفائدة البسيطة**:

$$
\text{الفائدة} = \text{رأس المال} \times \text{النسبة المئوية} \times \text{الزمن}
$$

### المعطيات:
- رأس المال (P) = 1000 دينار  
- النسبة السنوية (r) = 2.5% = 0.025  
- الزمن (t) = سنتان  

### نطبق في القانون:
$$
\text{الفائدة} = 1000 \times 0.025 \times 2
$$

$$
\text{الفائدة} = 50 \text{ دينار}
$$

### الإجابة النهائية:
الفائدة بعد عامين ستكون:  
$$
\boxed{50} \text{ دينار}
$$"
"Sizes and measurement","Calculations of quantities","F","لعبة مصغرة بنسبة ١:٢٠. إذا كان طول النموذج ١٢ سم، فما طول الجسم الحقيقي؟","لحل هذه المسألة، نحتاج أولاً إلى فهم معنى **نسبة التصغير** المعطاة وهي **١:٢٠**.

### 🔍 تفسير النسبة ١:٢٠:
- هذا يعني أن **كل ١ وحدة في النموذج (التصغير)** تمثل **٢٠ وحدة في الحقيقة**.
- إذًا إذا كان طول النموذج المصغر = ١٢ سم، فالطول الحقيقي أكبر بمقدار ٢٠ مرة.

---

### ✅ الخطوة الأولى: ضرب الطول في النموذج × النسبة

$$
\text{الطول الحقيقي} = \text{الطول في النموذج} \times 20
$$

$$
= 12 \, \text{سم} \times 20 = 240 \, \text{سم}
$$

---

### 📌 الإجابة النهائية:
طول الجسم الحقيقي هو **٢٤٠ سم**.  
أو يمكن تحويله إلى أمتار:  
$$
240 \div 100 = 2.4 \, \text{متر}
$$

---

هل ترغب في شرح مبسط أكثر أو رؤية أمثلة مشابهة؟ 😊"
"Sizes and measurement","Calculations of quantities","F","سيارة تستخدم 8 لترات من الوقود لكل 100 كيلومتر. كم كمية الوقود اللازمة للسفر لمسافة 350 كيلومتر؟","لحل هذه المسألة، نستخدم **مبدأ التناسب**، لأن استهلاك السيارة للوقود يتناسب طرديًا مع المسافة المقطوعة.

### المعطيات:
- السيارة تستخدم **8 لترات** من الوقود لكل **100 كيلومتر**.
- تريد معرفة كمية الوقود اللازمة للسفر مسافة **350 كيلومتر**.

---

## الطريقة 1: باستخدام النسبة

نكتب العلاقة:

$$
\frac{8 \text{ لتر}}{100 \text{ كم}} = \frac{x \text{ لتر}}{350 \text{ كم}}
$$

ثم نضرب تبادليًا لحل المعادلة:

$$
x = \frac{8 \times 350}{100}
$$

$$
x = \frac{2800}{100} = 28
$$

---

## الإجابة النهائية:
$$
\boxed{28} \text{ لتر}
$$

أي أن السيارة تحتاج إلى **28 لترًا** من الوقود لتقطع مسافة **350 كيلومتر**. ✅

هل تحب أن أشرح لك كيف تعمل هذه المسألة بطريقة أخرى (مثلاً بطريقة التفكير اليومية دون معادلات)؟"
"Sizes and measurement","Calculations of quantities","G","احسب مساحة السطح لمخروط نصف قطره 5 سم وارتفاعه المائل 13 سم.","لحساب **مساحة سطح المخروط**، نستخدم صيغة رياضية تعتمد على:

- **نصف القطر (r)**: وهو 5 سم في مسألتك.
- **الارتفاع المائل (l)**: وهو 13 سم في مسألتك.

---

### ✳️ صيغة مساحة سطح المخروط:
$$
\text{مساحة السطح} = \pi r (r + l)
$$

حيث:
- $ r $: نصف قطر القاعدة.
- $ l $: الارتفاع المائل.
- $ \pi \approx 3.14 $ أو يمكنك استخدام $ \frac{22}{7} $ حسب ما يناسبك.

---

### 🔢 تطبيق الأرقام على الصيغة:

$$
\text{مساحة السطح} = \pi \times 5 \times (5 + 13)
= \pi \times 5 \times 18
= \pi \times 90
$$

---

### ✅ النتيجة:

إذا استخدمنا $ \pi \approx 3.14 $:

$$
\text{مساحة السطح} \approx 3.14 \times 90 = 282.6 \text{ سم}^2
$$

---

### 📌 ملاحظة:
- هذه المساحة تشمل **القاعدة الدائرية + السطح الجانبي**.
- إذا طُلب فقط **المساحة الجانبية (بدون القاعدة)**، نستخدم:
$$
\text{المساحة الجانبية} = \pi r l = \pi \times 5 \times 13 = \pi \times 65 \approx 204.1 \text{ سم}^2
$$

لكن بما أن السؤال كان عن ""مساحة السطح"" بدون تحديد، فإن المراد هو **المساحة الكلية**.

---

### ✅ الإجابة النهائية:
$$
\boxed{282.6 \text{ سم}^2}
$$"
"Sizes and measurement","Calculations of quantities","G","يريد مزارع أن يسيّج حقلاً دائريًا نصف قطره ٤٥ مترًا؛ فما مقدار السياج الذي يحتاجه؟","لحل هذه المسألة، نحتاج إلى حساب **طول السياج** المطلوب لتطويق **الحقل الدائري**، وهذا يعني أننا نريد إيجاد **محيط الدائرة**.

### معطيات المسألة:
- الشكل: دائرة
- نصف قطر الحقل $(r) = 45$ متر

### القانون:
محيط الدائرة يُحسب باستخدام القانون التالي:

$$
\text{محيط الدائرة} = 2 \pi r
$$

حيث:
- $ \pi \approx 3.14 $ (أو يمكنك استخدام القيمة الدقيقة حسب المطلوب)
- $ r $ هو نصف القطر

### تطبيق القيم:
$$
\text{المحيط} = 2 \times \pi \times 45
= 90 \pi
$$

إذا استخدمنا $ \pi \approx 3.14 $:

$$
\text{المحيط} \approx 90 \times 3.14 = 282.6 \text{ متر}
$$

### إذًا:
المزارع يحتاج إلى حوالي **282.6 متر** من السياج لتطويق الحقل.

### الإجابة النهائية:
$$
\boxed{282.6} \text{ متر}
$$"
"Sizes and measurement","Calculations of quantities","G","فاتورة المياه تعتمد على 1.75 دينار لكل متر مكعب؛ كم ستكون التكلفة لاستخدام 18.6 متر مكعب؟","لحل هذه المسألة الرياضية، نقوم بتطبيق قاعدة بسيطة وهي:

$$
\text{التكلفة الكلية} = \text{سعر المتر المكعب} \times \text{عدد الأمتار المكعبة المستخدمة}
$$

### المعطيات:
- سعر المتر المكعب = **1.75 دينار**
- عدد الأمتار المكعبة المستخدمة = **18.6 متر مكعب**

### الآن نضرب:
$$
\text{التكلفة} = 1.75 \times 18.6
$$

نحسب الناتج:

$$
1.75 \times 18.6 = 32.55
$$

### إذًا:
التكـلفة الكلية لاستخدام **18.6 متر مكعب** من المياه هي **32.55 دينار**.

هل ترغب أن أشرح لك الطريقة بطريقة مبسطة أو خطوة بخطوة؟"
"Sizes and measurement","Calculations of quantities","H","احسب الطول الموجي لموجة راديو ترددها 100 ميجاهرتز في الهواء (سرعة الضوء ≈ 3×10⁸ م/ث).","لحساب **الطول الموجي** لموجة راديو ذات تردد معين، يمكنك استخدام العلاقة التالية من الفيزياء:

$$
\lambda = \frac{c}{f}
$$

حيث:
- $\lambda$ هو **الطول الموجي** (بوحدة المتر).
- $c$ هي **سرعة الموجة** (وهي في هذه الحالة سرعة الضوء في الهواء ≈ $3 \times 10^8$ م/ث).
- $f$ هو **التردد** بوحدة **الهرتز (Hz)**.

---

### المعطيات:
- التردد: $f = 100$ ميجاهرتز = $100 \times 10^6 = 1 \times 10^8$ هرتز  
- سرعة الضوء: $c = 3 \times 10^8$ م/ث

---

### الآن نطبق في المعادلة:

$$
\lambda = \frac{3 \times 10^8}{1 \times 10^8} = 3 \text{ متر}
$$

---

### ✅ الإجابة النهائية:
الطول الموجي للموجة الراديوية ذات التردد 100 ميجاهرتز هو **3 أمتار**."
