Exercise Index,Progress Level,gpt-4o-mini Ranking,gemini-2.5-flash Ranking,qwen-plus Ranking,claude-3-5-haiku Ranking,Best,Mid,Worst
305,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
306,8th grade (13yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
307,8th grade (13yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,ar
308,8th grade (13yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
309,9th grade (14yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
310,9th grade (14yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
311,9th grade (14yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
312,10th grade (15yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,ar,de
313,10th grade (15yo),{},"{'ar': 3, 'en': 2, 'de': 1}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",TIE,en,ar
314,2nd grade (7yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
315,2nd grade (7yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
316,2nd grade (7yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
317,4th grade (9yo),{},"{'en': 2, 'de': 1, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
318,4th grade (9yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
319,4th grade (9yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 3, 'ar': 2}",en,ar,de
320,4th grade (9yo),{},"{'de': 1, 'en': 3, 'ar': 2}",{'en': 1},"{'de': 2, 'en': 1, 'ar': 3}",en,TIE,TIE
321,6th grade (11yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
322,6th grade (11yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
323,6th grade (11yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
324,6th grade (11yo),{},"{'de': 1, 'ar': 3, 'en': 2}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
325,6th grade (11yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",en,de,ar
326,6th grade (11yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
327,7th grade (12 yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
328,7th grade (12 yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",en,de,ar
329,7th grade (12 yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
330,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
331,7th grade (12 yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
332,8th grade (13yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
333,8th grade (13yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
334,8th grade (13yo),{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
335,9th grade (14yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,de,ar
336,9th grade (14yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,ar,de
337,9th grade (14yo),{},"{'ar': 3, 'en': 2, 'de': 1}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",TIE,en,de
338,9th grade (14yo),{},"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,TIE
339,10th grade (15yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
340,10th grade (15yo),{},"{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
341,10th grade (15yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
342,2nd grade (7yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
343,2nd grade (7yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",en,ar,TIE
344,2nd grade (7yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
345,2nd grade (7yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
346,4th grade (9yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",en,de,ar
347,4th grade (9yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",TIE,de,ar
348,6th grade (11yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
349,6th grade (11yo),{},"{'en': 2, 'de': 3, 'ar': 1}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
350,6th grade (11yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
351,6th grade (11yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
352,6th grade (11yo),{},"{'en': 2, 'de': 1, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
353,7th grade (12 yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,de,ar
354,7th grade (12 yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
355,7th grade (12 yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,de,ar
356,7th grade (12 yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
357,7th grade (12 yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
358,8th grade (13yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,ar,de
359,8th grade (13yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,ar,de
360,8th grade (13yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
361,8th grade (13yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
362,9th grade (14yo),{},"{'de': 1, 'ar': 3, 'en': 2}","{'de': 3, 'ar': 1, 'en': 2}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
363,9th grade (14yo),{},"{'de': 2, 'en': 3, 'ar': 1}","{'de': 3, 'en': 1, 'ar': 2}","{'de': 1, 'en': 2, 'ar': 3}",TIE,TIE,TIE
364,9th grade (14yo),{},"{'ar': 1, 'de': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}",TIE,de,en
365,10th grade (15yo),{},"{'ar': 1, 'de': 3, 'en': 2}","{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 3, 'en': 2}",ar,en,de
366,10th grade (15yo),{},"{'de': 1, 'en': 3, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,TIE,ar
367,10th grade (15yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
368,10th grade (15yo),{},"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,TIE
369,10th grade (15yo),{},"{'de': 2, 'en': 3, 'ar': 1}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",TIE,de,ar
370,10th grade (15yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
371,2nd grade (7yo),{},"{'en': 3, 'ar': 2, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 2, 'ar': 1, 'de': 3}",TIE,ar,de
372,2nd grade (7yo),{},"{'en': 2, 'de': 1, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
373,2nd grade (7yo),{},"{'ar': 1, 'en': 3, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",ar,de,TIE
374,2nd grade (7yo),{},"{'ar': 2, 'en': 3, 'de': 1}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,TIE
375,4th grade (9yo),{},"{'ar': 1, 'de': 2, 'en': 3}","{'ar': 2, 'de': 3, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",ar,de,en
376,4th grade (9yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,ar,de
377,4th grade (9yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
378,4th grade (9yo),{},"{'en': 3, 'de': 2, 'ar': 1}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
379,4th grade (9yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
380,4th grade (9yo),{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
381,6th grade (11yo),{},"{'ar': 1, 'en': 3, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,TIE,de
382,6th grade (11yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
383,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 3, 'en': 2}",en,de,ar
384,6th grade (11yo),{},"{'ar': 1, 'en': 3, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",ar,en,de
385,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
386,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
387,7th grade (12 yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
388,7th grade (12 yo),{},"{'de': 2, 'en': 3, 'ar': 1}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
389,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
390,7th grade (12 yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'ar': 3, 'en': 2}",de,en,ar
391,8th grade (13yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 3, 'en': 2}",ar,en,de
392,8th grade (13yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
393,8th grade (13yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
394,8th grade (13yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
395,9th grade (14yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,de,ar
396,9th grade (14yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,de,ar
397,9th grade (14yo),{},"{'de': 1, 'ar': 2, 'en': 3}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",de,ar,en
398,9th grade (14yo),{},"{'ar': 1, 'de': 3, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,de
399,10th grade (15yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
400,10th grade (15yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 3, 'en': 2}",en,TIE,de
401,10th grade (15yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
402,10th grade (15yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
403,2nd grade (7yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,ar,de
404,2nd grade (7yo),{},"{'de': 2, 'en': 3, 'ar': 1}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
405,2nd grade (7yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
406,2nd grade (7yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
407,4th grade (9yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,ar,de
408,4th grade (9yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,ar,de
409,4th grade (9yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
410,4th grade (9yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
411,4th grade (9yo),{},"{'ar': 2, 'de': 1, 'en': 3}","{'ar': 1, 'en': 2, 'de': 3}","{'ar': 1, 'de': 2, 'en': 3}",ar,TIE,en
412,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
413,6th grade (11yo),{},"{'en': 2, 'ar': 3, 'de': 1}","{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}",en,TIE,ar
414,6th grade (11yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,TIE,ar
415,7th grade (12 yo),{},"{'ar': 3, 'en': 2, 'de': 1}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",TIE,en,ar
416,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
417,7th grade (12 yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,de,ar
418,7th grade (12 yo),{},"{'ar': 2, 'de': 3, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,TIE
419,7th grade (12 yo),{},"{'de': 1, 'en': 2, 'ar': 3}","{'de': 3, 'en': 1, 'ar': 2}","{'de': 1, 'en': 2, 'ar': 3}",de,en,ar
420,8th grade (13yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
421,8th grade (13yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}",en,de,ar
422,8th grade (13yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
423,8th grade (13yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,TIE,de
424,8th grade (13yo),{},"{'en': 1, 'de': 3, 'ar': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
425,9th grade (14yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,ar
426,9th grade (14yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
427,9th grade (14yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,ar
428,9th grade (14yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
429,10th grade (15yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
430,10th grade (15yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
431,10th grade (15yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
432,10th grade (15yo),{},"{'de': 3, 'en': 1, 'ar': 2}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,TIE,ar
433,10th grade (15yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",TIE,de,ar
434,2nd grade (7yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 2, 'en': 3}",en,de,ar
435,2nd grade (7yo),{},"{'en': 3, 'ar': 1, 'de': 2}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,de,TIE
436,2nd grade (7yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,de
437,4th grade (9yo),{},"{'de': 2, 'en': 1, 'ar': 3}","{'de': 2, 'en': 1, 'ar': 3}","{'de': 1, 'en': 2, 'ar': 3}",en,de,ar
438,4th grade (9yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 1, 'en': 2, 'de': 3}",en,ar,de
439,4th grade (9yo),{},"{'ar': 1, 'en': 2, 'de': 3}","{'ar': 2, 'de': 1, 'en': 3}","{'ar': 1, 'de': 2, 'en': 3}",ar,TIE,en
440,4th grade (9yo),{},"{'de': 3, 'ar': 2, 'en': 1}","{'de': 3, 'ar': 2, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,ar,de
441,4th grade (9yo),{},"{'ar': 2, 'en': 3, 'de': 1}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,TIE
442,4th grade (9yo),{},"{'ar': 3, 'de': 1, 'en': 2}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,TIE,ar
443,6th grade (11yo),{},"{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,de
444,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
445,6th grade (11yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
446,6th grade (11yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 2, 'de': 3, 'en': 1}",en,de,ar
447,7th grade (12 yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,ar
448,7th grade (12 yo),{},"{'ar': 3, 'de': 2, 'en': 1}","{'ar': 3, 'de': 2, 'en': 1}","{'ar': 1, 'de': 2, 'en': 3}",en,de,ar
449,7th grade (12 yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}",en,de,ar
450,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
451,7th grade (12 yo),{},"{'de': 2, 'ar': 3, 'en': 1}","{'de': 2, 'ar': 3, 'en': 1}","{'de': 1, 'ar': 3, 'en': 2}",en,de,ar
452,7th grade (12 yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
453,8th grade (13yo),{},"{'en': 1, 'ar': 3, 'de': 2}","{'en': 1, 'ar': 2, 'de': 3}","{'en': 1, 'ar': 2, 'de': 3}",en,ar,de
454,8th grade (13yo),{},"{'en': 2, 'de': 3, 'ar': 1}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
455,8th grade (13yo),{},"{'ar': 2, 'en': 3, 'de': 1}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 2, 'en': 1, 'de': 3}",en,ar,TIE
456,8th grade (13yo),{},"{'ar': 3, 'en': 1, 'de': 2}","{'ar': 3, 'en': 1, 'de': 2}","{'ar': 1, 'en': 2, 'de': 3}",en,de,ar
457,8th grade (13yo),{},"{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}","{'en': 1, 'de': 2, 'ar': 3}",en,de,ar
