Topic Area,Topic,Progress Level,Exercise
Data frequencies and probabilities,Compare and evaluate data,F,المجموعة أ: [10، 10، 10، 10، 10]؛ المجموعة ب: [6، 8، 10، 12، 14]. أيهما لديه انحراف معيار أعلى؟
Data frequencies and probabilities,Compare and evaluate data,F,بيانات المبيعات: يناير - 40، فبراير - 38، مارس - 39، أبريل - 85. هل قيمة أبريل تعتبر نقطه شاذة؟ برر إجابتك.
Data frequencies and probabilities,Compare and evaluate data,F,"تم الإبلاغ عن متوسط دخل قدره 50,000 دينار. معظم الأشخاص في البيانات يكسبون أقل من 30,000 دينار. ماذا يُشير هذا إلى توزيع هذه البيانات؟"
Data frequencies and probabilities,Compare and evaluate data,F,في مجموعة من 10 طلاب، متوسط عدد الكتب التي تم قراءتها هو 6. إذا كان هناك طالبان قد قرأوا 0 كتاب، كيف سيؤثر ذلك على المتوسط؟
Data frequencies and probabilities,Compare and evaluate data,G,قارن نطاق الربيع الداخلي لمجموعة البيانات A (Q1=12، Q3=28) ومجموعة البيانات B (Q1=14، Q3=22).
Data frequencies and probabilities,Compare and evaluate data,G,استخدم درجات ز لتقارن بين الطالب أ (الدرجة 85، μ=80، σ=5) والطالب ب (الدرجة 92، μ=88، σ=3).
Data frequencies and probabilities,Compare and evaluate data,G,ركض أربعة طلاب مسافة ميل واحد في الأوقات التالية (بالدقائق): – أليكس: ٨٫٣  – بريانا: ٩٫٦  – كارلوس: ٨٫٧  – ديانا: ٩٫٢. كان متوسط الزمن ٩٫٠ دقائق، والانحراف المعياري ٠٫٤ دقيقة. احسب القيمة المعيارية (z-score) لكل طالب، ثم رتّب الطلاب من الأسرع إلى الأبطأ بالنسبة إلى المتوسط (وليس فقط حسب الزمن الفعلي).
Data frequencies and probabilities,Compare and evaluate data,G,تَمّ تحليل مخططين مبعثرين: – الرسم (أ): الوقت المخصص للدراسة مقابل الدرجات، حيث r = ٠٫٨٨  – الرسم (ب): عدد ساعات مشاهدة التلفاز مقابل الدرجات، حيث r = –٠٫١٢. حدد ما إذا كانت العلاقة في كل رسم إيجابية أو سلبية أو لا توجد علاقة.
Data frequencies and probabilities,Compare and evaluate data,H,اختبر ما إذا كانت النرد عادلاً بناءً على التكرارات الملحوظة: {1: 18، 2: 16، 3: 20، 4: 14، 5: 17، 6: 15}
Data frequencies and probabilities,Compare and evaluate data,H,حدد أي طالب قد حقق أداءً أفضل مقارنة بفصله: ٨٨ في اختبار مع متوسط = ٨٠ والانحراف المعياري = ٥، مقابل ٩١ في متوسط = ٨٥ والانحراف المعياري = ٤.
Data frequencies and probabilities,Compare and evaluate data,H,باستخدام صيغة القيمة المعيارية (z)، احسب عدد الانحرافات المعيارية التي يبعدها العدد ٩٢ عن المتوسط ٨٥ (مع الانحراف المعياري σ = ٣).
Data frequencies and probabilities,Compare and evaluate data,H,احسب معامل الارتباط للبيانات المزدوجة التالية: س = {2، 4، 6}، ص = {3، 7، 11}
Data frequencies and probabilities,Compare and evaluate data,H,قيم موثوقية مجموعة بيانات تحتوي على 500 نتيجة اختبار COVID-19 حيث كانت 8 نتائج إيجابية خاطئة و4 نتائج سلبية خاطئة.
Data frequencies and probabilities,Understanding probabilities,B,يوجد دولاب فيه 3 أقسام حمراء وقسم واحد أزرق. أي لون أكثر احتمالية للظهور؟
Data frequencies and probabilities,Understanding probabilities,B,ما هي فرص الحصول على الرقم 6 عند رمي الزهر؟ أ) دائماً ب) أحياناً ج) أبداً
Data frequencies and probabilities,Understanding probabilities,B,هل من المؤكد، أو المحتمل، أو المستحيل رؤية الشمس في الليل؟
Data frequencies and probabilities,Understanding probabilities,C,ما هي احتمالية رمي عملة والحصول على صورة؟
Data frequencies and probabilities,Understanding probabilities,C,ما هي احتمالية اختيار يوم عمل من قائمة تضم جميع الأيام السبعة؟
Data frequencies and probabilities,Understanding probabilities,C,النرد يظهر الأرقام من 1 إلى 6. ما هي احتمالية الحصول على عدد زوجي عند رمي النرد؟
Data frequencies and probabilities,Understanding probabilities,C,ماذا يعني إذا كانت هناك حالة احتمالها 0؟
Data frequencies and probabilities,Understanding probabilities,C,هل يمكن أن تكون احتمالية حدث ما أكثر من 1؟ (نعم أم لا)
Data frequencies and probabilities,Understanding probabilities,C,أي الاحتمالين أكثر تأكيدًا: الحصول على رقم أقل من 10 عند رمي نرد قياسي، أم الحصول على صورة عند رمي عملة؟
Data frequencies and probabilities,Understanding probabilities,D,ما هو احتمال ظهور عدد زوجي عند رمي نقطة سته؟
Data frequencies and probabilities,Understanding probabilities,D,إذا كان هناك دائرة دوران مقسومة إلى 5 أقسام متساوية، ما هي فرصة الوقوف على قسم واحد؟ عبّر عن الاحتمال على شكل كسر.
Data frequencies and probabilities,Understanding probabilities,D,ما هي نسبة احتمال اختيار كرة حمراء من كيس يحتوي على 2 كرة حمراء و3 كرات زرقاء و5 كرات خضراء؟
Data frequencies and probabilities,Understanding probabilities,D,اختر عددًا من 1 إلى 10 — ما هي احتمالية الحصول على عدد أقل من 6 بالتعبير العشري؟
Data frequencies and probabilities,Understanding probabilities,E,تم تقسيم قرص دوار إلى 8 أجزاء متساوية: 3 أجزاء حمراء، 2 جزء أزرق، و3 أجزاء صفراء. احسب احتمال P(أزرق).
Data frequencies and probabilities,Understanding probabilities,E,أُلقي حجرا نرد. ما احتمال أن يكون المجموع 7؟
Data frequencies and probabilities,Understanding probabilities,E,إذا كانت احتمالية الفوز 0.4، فكم مرة تتوقع أن تفوز في 50 تجربة؟
Data frequencies and probabilities,Understanding probabilities,E,يوجد في درج الجوارب 5 جورباً أسود، 4 جورباً أبيض، و3 جورباً رمادي. ما هو احتمال عدم سحب جورب أسود؟
Data frequencies and probabilities,Understanding probabilities,E,لعبة دوارة تحتوي على 4 أقسام متساوية. احتمالية ظهور اللون الأحمر نظرًيا = 0.25. في 40 دورة، ظهر اللون الأحمر 18 مرة. قارن بين الاحتمالات التجريبية والنظرية.
Data frequencies and probabilities,Understanding probabilities,E,ألقيت نردًا 60 مرة، وظهر الرقم 3 في 7 من المرات. ما هو الاحتمال التجريبي للحصول على الرقم 3؟
Data frequencies and probabilities,Understanding probabilities,F,تُرمى قطعة نقود مرتين. ما هو احتمال الحصول على وجه واحد فقط؟
Data frequencies and probabilities,Understanding probabilities,F,أُلقي حجرا نرد. ما احتمال الحصول على مجموع 9؟
Data frequencies and probabilities,Understanding probabilities,F,إذا كانت P(A) = 0.6 و P(B) = 0.3، وكانت A و B مستقلتين، فما هي P(A و B)؟
Data frequencies and probabilities,Understanding probabilities,F,تعلن لعبة عن فرصة فوز قدرها 1 من 500. ما هي هذه الاحتمالية كعدد عشري؟
Data frequencies and probabilities,Understanding probabilities,F,تم سحب بطاقة من مجموعة البطاقات القياسية. ما هي احتمال أن تكون البطاقة بطاقة وجه أو بطاقة من نوع القلوب؟
Data frequencies and probabilities,Understanding probabilities,F,في حقيبة توجد 10 كرات زرقاء و5 كرات حمراء و5 كرات خضراء. ما هي فرصة عدم سحب كرة زرقاء؟
Data frequencies and probabilities,Understanding probabilities,G,في مجموعة من 20 طالبًا، 12 منهم يدرسون الرياضيات، و7 يدرسون العلوم، و5 يدرسون كلا الموضوعين؛ احسب P(الرياضيات ∪ العلوم).
Data frequencies and probabilities,Understanding probabilities,G,استخدم قاعدة الجمع: P(A) = 0.4، P(B) = 0.3، P(A ∩ B) = 0.1؛ احسب P(A ∪ B)
Data frequencies and probabilities,Understanding probabilities,G,صندوق يحتوي على 4 كرات خضراء و3 كرات حمراء و2 كرة صفراء؛ يتم سحب كرتين بدون استبدال. احسب P(خضراء ثم حمراء)
Data frequencies and probabilities,Understanding probabilities,G,في استبيان، ٣٥٪ يحبون القهوة و٤٥٪ يحبون الشاي، و٢٠٪ يحبون كلاهما؛ احسب احتمال أن لا يحب أحدهم أيًا منهما.
Data frequencies and probabilities,Understanding probabilities,H,توجد في مصنع 3 آلات تنتج أشياء بمعدلات عيوب تبلغ 2% و4% و5%؛ احسب احتمالية أن يكون المتنج معيبًا إذا كانت الآلات تنتج 40% و35% و25% على التوالي.
Data frequencies and probabilities,Understanding probabilities,H,توجد دفعة تحتوي على معدل عيوب نسبته 5%. احسب احتمال أن تكون جميع العناصر في عينة عشوائية من 4 عناصر سليمة بدون أي عيب.
Data frequencies and probabilities,Understanding probabilities,H,قدّر القيمة المتوقعة لتذكرة يانصيب تكلفتها 2 دينار مع فرصة واحدة من 1000 للفوز بمبلغ 500 دينار.
Data frequencies and probabilities,Understanding probabilities,H,إذا كانت احتمالية تعطل آلة في يوم واحد هي 0.01، ما هي احتمالية أن تستمر في العمل بدون تعطل لمدة 100 يوم؟
Data frequencies and probabilities,Combinatorics,B,لون جميع الطرق المختلفة لترتيب الكتل الحمراء والزرقاء والصفراء.
Data frequencies and probabilities,Combinatorics,B,ارسم جميع الطرق الممكنة لتلوين علم يحتوي على شريطين باستخدام اللونين الأحمر والأزرق.
Data frequencies and probabilities,Combinatorics,B,كم عدد الطرق التي يمكنك بها ترتيب 3 كتل: أ، ب، ج؟
Data frequencies and probabilities,Combinatorics,C,كم عدد الأزياء التي يمكنك أن ترتديها باستخدام 2 قميص و3 بنطلونات؟
Data frequencies and probabilities,Combinatorics,C,كم عدد الطرق المختلفة التي يمكنك من خلالها ترتيب 2 من الطلاب من مجموعة مكونة من 4 طلاب؟
Data frequencies and probabilities,Combinatorics,C,استخدم مبدأ العد: لديك 5 قمصان و 2 بنطلون و 3 أحذية — كم عدد الأزياء المختلفة التي يمكنك تشكيلها؟
Data frequencies and probabilities,Combinatorics,C,ارسم مخطط شجري لجميع النتائج الممكنة عند قذف عملة ورمي مكعب أرقام.
Data frequencies and probabilities,Combinatorics,D,أنت تلعب لعبة رمي العملة مرتين — اكتب جميع النتائج المحتملة.
Data frequencies and probabilities,Combinatorics,D,كلمة مرور تتكون من حرفين متبوعين برقم واحد - كم عدد كلمات المرور المختلفة الممكنة باستخدام الحروف أ، ب، ج والأرقام 1، 2؟
Data frequencies and probabilities,Combinatorics,D,كم عدد الوجبات المختلفة التي يمكنك إعدادها إذا كان لديك 2 مقبلات، و3 أطباق رئيسية، و2 حلوى؟
Data frequencies and probabilities,Combinatorics,D,كم عدد الطرق التي يمكن أن يجلس بها 4 طلاب في صف من 4 كراسي؟
Data frequencies and probabilities,Combinatorics,E,كم عدد الطرق لاختيار طالبتين من مجموعة مكونة من 6 طالبات؟ استخدم صيغة التوافيق.
Data frequencies and probabilities,Combinatorics,E,كم عدد الطرق التي يمكن بها جلوس 4 أصدقاء في صف مكون من 4 كراسي؟ استخدم رمز التباديل.
Data frequencies and probabilities,Combinatorics,E,تُسحب مجموعة من 5 بطاقات من مجموعة بطاقات. كم عدد المجموعات المختلفة الممكنة؟ استخدم صيغة التوافيق.
Data frequencies and probabilities,Combinatorics,E,استخدم مبدأ العد الأساسي لإيجاد عدد الطرق الممكنة لتكوين زي يتكون من 2 قميص، و3 بنطلونات، و2 قبعة.
Data frequencies and probabilities,Combinatorics,F,كم عدد الطرق التي يمكن بها منح الجوائز الثلاث (الأولى والثانية والثالثة) بين 10 متسابقين؟
Data frequencies and probabilities,Combinatorics,F,استخدم مثلث باسكال لإيجاد عدد الطرق لاختيار 3 عناصر من بين 6 عناصر.
Data frequencies and probabilities,Combinatorics,F,نادي يحتوي على 10 أعضاء. كم عدد الطرق التي يمكنك من خلالها اختيار رئيس، ونائب رئيس، وامين سر إذا كان يجب أن يكون الرئيس أكبر سناً من نائب الرئيس؟
Data frequencies and probabilities,Combinatorics,F,استخدم مثلث باسكال لكتابة معاملات (أ + ب)⁴.
Data frequencies and probabilities,Combinatorics,G,يستخدم رمز ثنائي ٦ خانات؛ كم عدد الرموز التي تحتوي على بالضبط رقمين ١؟
Data frequencies and probabilities,Combinatorics,G,استخدم مبدأ الشمول والاستبعاد: في فصل دراسي من 30 طالبًا، 18 منهم يلعبون كرة القدم، و15 يلعبون كرة السلة، و10 يلعبون الرياضيين كليهما. كم عدد الطلاب الذين لا يلعبون أيًا من الرياضتين؟
Data frequencies and probabilities,Combinatorics,G,يمتلك الرسم البياني 6 عقد؛ كم عدد الحواف اللازمة لربط كل زوج من العقد (رسم بياني كامل)؟
Data frequencies and probabilities,Combinatorics,H,باستخدام دوال التوليد، أوجد عدد الحلول الصحيحة للمعادلة: x₁ + x₂ + x₃ = ١٠، حيث xᵢ ≥ ٠.
Data frequencies and probabilities,Combinatorics,H,لديك 6 أقلام حمراء و5 أقلام زرقاء. كم عدد الطرق لاختيار 3 أقلام بحيث يكون هناك على الأقل قلم أحمر واحد؟
Functional relationships (patterns and structures),Recognising patterns and structures,B,ماذا يأتي بعد ذلك؟ 2، 4، 6، 8، ___
Functional relationships (patterns and structures),Recognising patterns and structures,B,املأ الرقم الناقص: 5، 10، ___، 20
Functional relationships (patterns and structures),Recognising patterns and structures,B,أي عدد يكسر النمط؟ 2، 4، 6، 9، 10
Functional relationships (patterns and structures),Recognising patterns and structures,B,هل هذا النمط تصاعدي أم تنازلي؟ 50، 45، 40، 35
Functional relationships (patterns and structures),Recognising patterns and structures,B,اكتب الرقمين التاليين: 3، 6، 9، ___، ___
Functional relationships (patterns and structures),Recognising patterns and structures,B,ما هي القاعدة؟ 1، 3، 3، 5، 7 ← القاعدة: أضف ___
Functional relationships (patterns and structures),Recognising patterns and structures,C,اكتشف القاعدة: 3 → 6، 4 → 8، 5 → 10، ___ → ___
Functional relationships (patterns and structures),Recognising patterns and structures,C,"إذا كانت السلسلة تتبع النمط 'طرح 4'، فما هما العددان التاليان: 40، 36، ___، ___."
Functional relationships (patterns and structures),Recognising patterns and structures,C,ما هي قاعدة النمط؟ 1، 4، 9، 16، 25...
Functional relationships (patterns and structures),Recognising patterns and structures,C,ما هو الرقم المفقود: 5، 10، ___، 20، 25؟
Functional relationships (patterns and structures),Recognising patterns and structures,D,حدِّد الفرق المشترك ثم أوجد الحد العاشر في المتتالية: 4، 7، 7، 10، 13، ...
Functional relationships (patterns and structures),Recognising patterns and structures,D,أي حد في المتتالية: ٧، ١٤، ٢١، ٢٨، … يساوي ١٠٥؟
Functional relationships (patterns and structures),Recognising patterns and structures,D,استخدم القيم التالية لتحديد الصيغة العامة للتتابع العددي: −2، 0، 2، 4، 6، …
Functional relationships (patterns and structures),Recognising patterns and structures,D,تتبع سلسلة القاعدة التالية: ت(n) = 3n + 9. ما هو الحد الرابع والخامس؟
Functional relationships (patterns and structures),Recognising patterns and structures,E,احسب الحد العاشر من المتسلسلة: ن² + 2
Functional relationships (patterns and structures),Recognising patterns and structures,E,اربط قاعدة النمط بالتسلسل: أ) n+2، ب) 2n، ج) n² — أي واحدة تناسب 1، 4، 9، 16...؟
Functional relationships (patterns and structures),Recognising patterns and structures,E,درج يحتوي على ١ بلوك في الدرجة الأولى، ٢ في الثانية، ٤ في الثالثة، ثم ٧، ثم ١١... اكتب قاعدة لهذه المتتالية.
Functional relationships (patterns and structures),Recognising patterns and structures,F,حدد الصفين التاليين من مثلث باسكال بعد الصف 1، 4، 6، 4، 1.
Functional relationships (patterns and structures),Recognising patterns and structures,F,تم تعريف سلسلة على النحو التالي: ب₁ = 2، بₙ = بₙ₋₁ + 3ن. احسب ب₄.
Functional relationships (patterns and structures),Recognising patterns and structures,F,تعرف على النمط: 1، 4، 9، 16، 25... ما نوع هذه السلسلة؟
Functional relationships (patterns and structures),Recognising patterns and structures,F,تتزايد سلسلة الأعداد كما يلي: 1، 1، 2، 3، 5، 8... ما هو الحد التاسع في هذه السلسلة؟
Functional relationships (patterns and structures),Recognising patterns and structures,G,هل يمكن كتابة العدد ٧٢٩ على الصورة ٣^س حيث س عدد صحيح غير سالب؟
Functional relationships (patterns and structures),Recognising patterns and structures,G,ابحث عن أي حد في المتتابعة 2، 5، 10، 17، 26 له القيمة 101.
Functional relationships (patterns and structures),Recognising patterns and structures,G,حدّد ما إذا كانت المتتالية ٢، ٥، ١٠، ١٧، ٢٦ تتبع نموذجًا تربيعيًا، وفسّر إجابتك.
Functional relationships (patterns and structures),Recognising patterns and structures,G,استخدم بنية المتتالية الحسابية لإيجاد الحد العشرين في متتالية تبدأ بـ٧ وتزداد بمقدار ٥ في كل مرة 7.
Functional relationships (patterns and structures),Recognising patterns and structures,H,تم إعطاء صيغة تكرارية هي f(n) = f(n−1) + f(n−2)؛ احسب f(6) إذا كانت f(1) = 1 و f(2) = 1.
Functional relationships (patterns and structures),Recognising patterns and structures,H,السلسلة 81، 27، 9، 3،... هي سلسلة هندسية. أظهر خطوة بخطوة كيفية حساب مجموع الحدود من 6 إلى 10 باستخدام صيغة السلسلة الهندسية.
Functional relationships (patterns and structures),Allocations and proportionality,B,كل طفل يحصل على قلم رصاص واحد. كم عدد الأقلام الرصاص لثلاثة أطفال؟ ______
Functional relationships (patterns and structures),Allocations and proportionality,B,هل السيارة أسرع أم أبطأ من الدراجة؟ ______
Functional relationships (patterns and structures),Allocations and proportionality,B,هل حقيبة الظهر أثقل أم أخف من حقيبة الأقلام؟ ______
Functional relationships (patterns and structures),Allocations and proportionality,C,إذا كانت تكلفة قلم رصاص واحد 2 دينار، فما هي تكلفة 4 أقلام رصاص؟
Functional relationships (patterns and structures),Allocations and proportionality,C,أكمل النسبة: 2:4 = 3:___
Functional relationships (patterns and structures),Allocations and proportionality,C,تستخدم وصفة 3 أكواب من الطحين لصنع 6 فطائر. كم تحتاج من الأكواب لصنع 12 فطيرة؟
Functional relationships (patterns and structures),Allocations and proportionality,C,"املأ الفراغات:
    الدقائق: 10 | 20 | 30
    الخطوات: 100 | ___ | ___"
Functional relationships (patterns and structures),Allocations and proportionality,D,حقق طالب 18 درجة من 20 في اختبار. ما هي النتيجة إذا كان الاختبار من 100 درجة؟
Functional relationships (patterns and structures),Allocations and proportionality,D,إذا كان وزن 10 تفاحات 2 كيلوجرام، فكم تزن 25 تفاحة؟
Functional relationships (patterns and structures),Allocations and proportionality,D,هل العلاقة y = 3x علاقة تناسبية؟
Functional relationships (patterns and structures),Allocations and proportionality,D,الوقت الذي يستغرقه إتمام عمل ما يتناسب عكسياً مع عدد العمال. إذا أنهى 3 عمال العمل في 12 ساعة، فكم من الوقت يحتاج 6 عمال لإتمام نفس العمل؟
Functional relationships (patterns and structures),Allocations and proportionality,D,يتم دفع 240 دينار مقابل 8 ساعات عمل. كم سيتم كسبه في 5 ساعات بنفس الأجر؟
Functional relationships (patterns and structures),Allocations and proportionality,D,هل العلاقة بين السرعة والزمن (لمسافة ثابتة) تتناسب طردياً أم عكسياً؟ وضح إجابتك.
Functional relationships (patterns and structures),Allocations and proportionality,E,يكسب عامل 12 دينار في الساعة. اكتب معادلة على الشكل y = kx تمثل إجمالي الأرباح.
Functional relationships (patterns and structures),Allocations and proportionality,E,ارسم النقاط (1، 2)، (2، 4)، (3، 6)، (4، 8). هل هذه علاقة تناسبة؟ ما قيمة k؟
Functional relationships (patterns and structures),Allocations and proportionality,E,اكتب معادلة على الشكل y = kx إذا كانت تكلفة 7 دفاتر 21 دينار.
Functional relationships (patterns and structures),Allocations and proportionality,E,صف كيف يقارن رسم الدالة y = 2x برسم الدالة y = 0.5x من حيث الانحدار والمعنى.
Functional relationships (patterns and structures),Allocations and proportionality,F,عملت 6 طابعات لمدة 5 ساعات في اليوم لإنجاز عمل ما في 4 أيام. كم من الأيام تحتاج 10 طابعات إذا عملت 3 ساعات في اليوم؟
Functional relationships (patterns and structures),Allocations and proportionality,F,في مختبر، يتم خلط 3 محاليل كيميائية بنسب 2:3:5. إذا كان الحجم الكلي 1 لتر، كم مل من كل محلول تم استخدامه؟
Functional relationships (patterns and structures),Allocations and proportionality,F,خزان ماء يتم ملؤه في 12 دقيقة باستخدام 3 صنابير مماثلة. كم من الوقت سيستغرق لملئه باستخدام 5 صنابير؟
Functional relationships (patterns and structures),Allocations and proportionality,G,إذا كان لدينا متغيران يحققان المعادلة y = kx، ونعلم أن y = 12 و x = 3، احسب قيمة k وأعد كتابة المعادلة.
Functional relationships (patterns and structures),Allocations and proportionality,G,يمر مستقيم من النقاط (0، 0) و (3، 6)؛ حدد إذا كان يظهر تناسباً.
Functional relationships (patterns and structures),Allocations and proportionality,H,تتغير الكمية ص بشكل مشترك مع ع و ل؛ إذا كانت ص = 24 عندما ع = 2 و ل = 3، احسب قيمة ص عندما ع = 4 و ل = 5.
Functional relationships (patterns and structures),Allocations and proportionality,H,تتناسب شدة إضاءة المصباح عكسياً مع مربع المسافة؛ احسب شدة الإضاءة عند 3 أمتار إذا كانت 100 وحدة عند 1 متر.
Functional relationships (patterns and structures),Linear and other simple functions,B,"أكمل الجدول باستخدام القاعدة: أضف 3.  
المدخلات: 1 2 3 4 → المخرجات: ___ ___ ___ ___"
Functional relationships (patterns and structures),Linear and other simple functions,B,إذا كانت القاعدة هي س + 5، فما هي النتيجة عندما تكون س = 7؟ ______
Functional relationships (patterns and structures),Linear and other simple functions,B,ارسم خطًا يمر عبر النقاط (1، 3)، (2، 4)، و(3، 5) على شبكة.
Functional relationships (patterns and structures),Linear and other simple functions,B,"ضع دائرة حول الزوج الذي لا يتبع القاعدة x + 3: أ) (2, 5) ب) (4, 7) ج) (3, 6) د) (5, 10)"
Functional relationships (patterns and structures),Linear and other simple functions,C,"أكمل الجدول للقانون y = x + 3:
    x: 1 | 2 | 3 | 4
    y: ___ | ___ | ___ | ___"
Functional relationships (patterns and structures),Linear and other simple functions,C,ما هو المدخل إذا كانت القاعدة هي ص = س - 1 والناتج هو 6؟
Functional relationships (patterns and structures),Linear and other simple functions,C,أكمل: إذا كانت س = ع × 3، فإن ع = 4 → س = ___
Functional relationships (patterns and structures),Linear and other simple functions,C,آلة دالة تضرب في ٤، ثم تضيف ١. ماذا تكون النتيجة عند الإدخال ٢؟
Functional relationships (patterns and structures),Linear and other simple functions,C,إذا كانت y = x − 5، احسب قيمة y عندما تكون x = 11.
Functional relationships (patterns and structures),Linear and other simple functions,D,"احسب ميل الخط الذي يمر بالنقطتين (2, 3) و (6, 7)."
Functional relationships (patterns and structures),Linear and other simple functions,D,احسب نقطة تقاطع المستقيم مع محور الصادات في المعادلة y = -2x + 7.
Functional relationships (patterns and structures),Linear and other simple functions,D,يوجد خطان معطيان: y = 2x + 3 و y = 2x - 1. هل هذان الخطان متوازيان؟ ولماذا؟
Functional relationships (patterns and structures),Linear and other simple functions,D,ارسم الخط الذي يمثل المعادلة y = -x + 4 من خلال تحديد الميل ونقاط التقاطع.
Functional relationships (patterns and structures),Linear and other simple functions,D,اكتب معادلة المستقيم الذي يميل بزاوية 3 ويمر من النقطة التي فيها قيمة y تساوي 5 بالشكل y = mx + b.
Functional relationships (patterns and structures),Linear and other simple functions,E,يعرض جدول القيم النقاط التالية: (١، ٥)، (٢، ١٠)، (٣، ١٥). اكتب المعادلة وفسّر ميل الخط.
Functional relationships (patterns and structures),Linear and other simple functions,E,قم برسم المعادلة y = 2x − 1 لقيم x من −2 إلى 3.
Functional relationships (patterns and structures),Linear and other simple functions,E,تعرف الدالة على الشكل f(x) = x/2 - 3. ما قيمة f(6)؟
Functional relationships (patterns and structures),Linear and other simple functions,E,راكب الدراجة قطع 15 كيلومترًا في ساعة واحدة، و30 كيلومترًا في ساعتين، و45 كيلومترًا في ثلاث ساعات. هل هذه علاقة خطية؟ اكتب القاعدة.
Functional relationships (patterns and structures),Linear and other simple functions,E,ارسم الدالة y = |x|. كيف تقارن مع الدالة y = x² من حيث الشكل والتماثل؟
Functional relationships (patterns and structures),Linear and other simple functions,E,أي دالة تنمو بشكل أسرع: y = 3x أم y = x²؟ اختبر ذلك باستخدام القيم x = 1 إلى 5.
Functional relationships (patterns and structures),Linear and other simple functions,E,تُستخدم الدالة y = x² لتمثيل مساحة مربع طول ضلعه x. ارسم المعادلة ثم استخدم الرسم لإيجاد قيمة y عندما تكون x = 1، 2، 3، 4.
Functional relationships (patterns and structures),Linear and other simple functions,F,حوّل المعادلة y = x² ثلاث وحدات إلى اليسار واثنتين إلى الأسفل. ما هي المعادلة الجديدة؟
Functional relationships (patterns and structures),Linear and other simple functions,F,حدد ما إذا كانت الجداول التالية تمثل دالة خطية: س: 1، 2، 3، 4 | ص: 2، 4، 8، 16
Functional relationships (patterns and structures),Linear and other simple functions,F,إذا كانت معادلة الدالة f(x) = 2x - 4، وقمنا برفع الرسم البياني بمقدار 3 وحدات لأعلى ليصبح y = f(x) + 3، اكتب المعادلة الجديدة.
Functional relationships (patterns and structures),Linear and other simple functions,F,ينمو عدد سكان مدينة بشكل خطي من 200 إلى 500 خلال 10 سنوات. بينما ينمو عدد سكان مدينة أخرى بشكل أسّي، ويتضاعف كل 5 سنوات بدءًا من 200. أي من السكان سيكون عدده أكبر بعد 15 سنة؟
Functional relationships (patterns and structures),Linear and other simple functions,G,اكتب معادلة خط بزاوية ميل 4 يمر بالنقطة (1، -2)
Functional relationships (patterns and structures),Linear and other simple functions,G,حدد إذا كانت المستقيم y = 2x + 1 موازياً للمستقيم y = 2x - 4.
Functional relationships (patterns and structures),Linear and other simple functions,G,ارسم الدالة الجزئية f(x) = x عندما x < 2، و f(x) = 3 عندما x ≥ 2.
Functional relationships (patterns and structures),Linear and other simple functions,H,"المعادلة y = 5x + b تمر بالنقطة (2, 11). احسب قيمة b."
Functional relationships (patterns and structures),Linear and other simple functions,H,احسب مجموعة القيم الممكنة (المجال) ومجموعة القيم الناتجة (المدى) للدالة الكسرية f(x) = (3x + 2) / (x - 1)
Functional relationships (patterns and structures),Linear and other simple functions,H,ارسم الرسم البياني للدالة الأسية f(x) = eˣ - 2 ووضح سلوك النهاية للدالة عندما تزداد قيمة x.
Functional relationships (patterns and structures),Linear and other simple functions,H,احسب المساحة تحت المنحنى للدالة f(x) = 2x من x = 1 إلى x = 4، مع توضيح جميع خطوات الحل باستخدام التكامل المحدد.
Functional relationships (patterns and structures),Linear and other simple functions,H,استخدم اختبار المشتق الأول لتحديد أين الدالة f(x) = x⁴ − 8x² تزداد وأين تنقص.
Functional relationships (patterns and structures),Linear and other simple functions,H,حدّد التقاطع السيني والخطوط التقاربية (الخطوط المقاربة) للدالة اللوغاريتمية: f(x) = ln(x − 2) 
Functional relationships (patterns and structures),Equations and algebra,B,اجعل كلا الجانبين متساويين:  5 + 5 = ___ + 4
Functional relationships (patterns and structures),Equations and algebra,B,اُملأ الفراغ: 5 + ___ = 12
Functional relationships (patterns and structures),Equations and algebra,B,كان لدي x تفاحات. أضفت 3 تفاحات أخرى، والآن لدي 7. ما قيمة x؟ ______
Functional relationships (patterns and structures),Equations and algebra,B,خبزت ميا x بسكوت. أعطت 4 منها وتبقى لديها 6. ما هو x؟ ______
Functional relationships (patterns and structures),Equations and algebra,B,إذا كانت س = 7، فما قيمة س – 3؟ ______
Functional relationships (patterns and structures),Equations and algebra,C,حل المعادلة التالية: x + 5 = 12
Functional relationships (patterns and structures),Equations and algebra,C,أي قيمة لـ x تجعل المعادلة التالية صحيحة: x ÷ 3 = 4؟
Functional relationships (patterns and structures),Equations and algebra,C,إذا كانت س = 2، احل المعادلة: س + 4 = ___
Functional relationships (patterns and structures),Equations and algebra,C,حل المعادلة: س + س = 16
Functional relationships (patterns and structures),Equations and algebra,D,حل المعادلة: 2س + 3 = 11
Functional relationships (patterns and structures),Equations and algebra,D,حل المعادلة: 4(س - 2) = 12
Functional relationships (patterns and structures),Equations and algebra,D,بسط المعادلة 2س + 3س = 5س
Functional relationships (patterns and structures),Equations and algebra,D,ابحث عن القيمة المفقودة: 2س = س + 6
Functional relationships (patterns and structures),Equations and algebra,E,اوجد قيمة x في المعادلة التالية: 5(x - 1) = 3x + 7
Functional relationships (patterns and structures),Equations and algebra,E,حل النظام: x + y = 10 و x - y = 2
